clade_name	metaphlan_SRR5930493	metaphlan_SRR5930494	metaphlan_SRR5930495	metaphlan_SRR5930497	metaphlan_SRR5930498	metaphlan_SRR5930499	metaphlan_SRR5930501	metaphlan_SRR5930502	metaphlan_SRR5930503	metaphlan_SRR5930504	metaphlan_SRR5930505	metaphlan_SRR5930506	metaphlan_SRR5930507	metaphlan_SRR5930508	metaphlan_SRR5930509	metaphlan_SRR5930510	metaphlan_SRR5930511	metaphlan_SRR5930512	metaphlan_SRR5930513	metaphlan_SRR5930514	metaphlan_SRR5930515	metaphlan_SRR5930516	metaphlan_SRR5930517	metaphlan_SRR5930518	metaphlan_SRR5930519	metaphlan_SRR5930520	metaphlan_SRR5930521	metaphlan_SRR5930522	metaphlan_SRR5930523	metaphlan_SRR5930526	metaphlan_SRR5930527	metaphlan_SRR5930528	metaphlan_SRR5930529	metaphlan_SRR5930530	metaphlan_SRR5930531	metaphlan_SRR5930532	metaphlan_SRR5930533	metaphlan_SRR5930534	metaphlan_SRR5930536
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Cryptoclostridium	0.0	0.04114	0.0	0.0	0.00714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783|f__FGB76783|g__GGB9695	0.0	0.03789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera	0.0	0.03284	0.0	0.01656	0.0	0.0	0.00298	0.0	0.02958	0.05529	0.0	0.01149	0.0	0.0	0.0	0.00137	0.0	0.05208	0.0	0.0	0.0	0.0	0.04997	0.0129	0.0	0.04346	0.0	0.0125	0.0	0.02521	0.0	0.12404	0.0	0.04224	0.01298	0.0	0.02676	0.00209	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Phocea	0.0	0.03236	0.01472	0.00629	0.00406	0.0	0.0	0.05494	0.00131	0.02216	0.01427	0.0038	0.0	0.0105	0.0	0.00967	0.0	0.0	0.0	0.0	0.0	0.00591	0.0	0.04245	0.0278	0.01439	0.01005	0.0	0.01611	0.00379	0.00187	0.0	0.02306	0.02398	0.0	0.00475	0.01161	0.0178	0.01398
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9531	0.0	0.03225	0.02777	0.02593	0.0	0.16999	0.02692	0.0	0.00516	0.0	0.07268	0.09368	0.12257	0.04687	0.0	0.00159	0.05909	0.0	0.0	0.31436	0.0	0.0	0.04297	0.00314	0.0	0.0	0.02026	0.13133	0.20626	0.0	0.00191	0.0	0.0636	0.05623	0.0	0.0	0.04714	0.01461	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella	0.0	0.03158	0.87776	0.10368	0.56637	0.47708	0.00535	1.17978	0.00598	0.51711	0.10801	0.06806	0.1876	0.27786	0.02981	0.14705	0.13547	0.01857	0.39587	0.08562	0.01678	0.00331	0.97466	0.01247	0.0	0.00982	0.0459	1.34531	0.08324	0.00149	0.00393	0.43919	0.00343	0.02271	0.00748	3.13257	0.05502	0.16045	0.32047
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Angelakisella	0.0	0.02938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00591	0.0	0.0	0.0	0.00612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.01146	0.00593	0.0	0.00088	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus	0.0	0.02938	0.0	0.0	0.0	0.0	0.09546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Schneewindia	0.0	0.02709	0.0	0.0	0.02358	0.00331	0.00037	0.01118	0.00045	0.0	0.0	0.00908	0.00766	0.00776	0.0	0.0	0.0	0.0	0.0	0.0	0.00829	0.00127	0.00457	0.00024	0.0	0.00196	0.00338	0.01435	0.0	0.0	0.00616	0.0057	0.00501	0.00204	0.0	0.01755	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Heritagella	0.0	0.02589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01456	0.0	0.0	0.0	0.06086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00668
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella	0.0	0.02563	0.05372	0.0	0.1712	0.01711	0.00159	0.0	0.00533	0.00161	0.00831	0.0	0.00623	0.0084	0.12246	0.00563	0.01549	0.0	0.0	0.03079	0.0	0.00266	0.01054	0.0	0.0	0.0	0.0	0.06157	0.00176	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.01366	0.03133	0.0
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047|f__FGB3047|g__GGB52130	0.0	0.02362	0.00126	0.03698	0.00168	0.0	0.00016	0.0	0.00942	0.01274	0.00431	0.01335	0.0	0.0	0.0	0.00416	0.00121	0.0	0.00812	0.0	0.0	0.01279	0.02813	0.0	0.0	0.0	0.0	0.00295	0.03416	0.0	0.02586	0.0	0.02094	0.0116	0.0	0.00144	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor	0.0	0.02301	0.00222	0.0292	0.0	0.0	0.0	0.0002	0.0	0.17578	0.00857	0.00573	0.74421	0.0186	0.0	0.0	0.00076	0.0	0.00722	0.0	0.06364	0.00184	0.00395	0.01412	0.0	0.0	0.0	0.0	0.0	0.15968	0.13562	0.12958	0.03511	0.00537	0.00824	0.0	0.08321	0.00043	0.0
k__Bacteria|p__Firmicutes|c__CFGB15209|o__OFGB15209|f__FGB15209|g__GGB9293	0.0	0.02289	0.0	0.0	0.0	0.0	0.06825	0.0	0.33605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27527	0.0	0.00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium	0.0	0.02282	0.0	0.0	0.01901	0.0	0.0	0.04951	0.01	0.0	0.06374	0.03434	0.0	0.0	0.0	0.07959	0.00826	0.0	0.05896	0.0	0.0	0.02191	0.0274	0.04112	0.0	0.00354	0.18476	0.0	0.04877	0.0	0.0231	0.00746	0.06284	0.08473	0.0616	0.00345	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Massilioclostridium	0.0	0.01992	0.0	0.0	0.0	0.0	0.0	0.02626	0.003	0.0	0.0	0.0	0.0	0.01185	0.0	0.00437	0.0	0.01278	0.0	0.00837	0.0	0.00188	0.01174	0.01775	0.0039	0.00594	0.0	0.00412	0.0	0.00233	0.01656	0.01745	0.01915	0.00704	0.00839	0.04308	0.00979	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3534	0.0	0.01788	0.0	0.0	0.0	0.0	0.0	0.00776	0.0	0.0	0.0	0.0	0.00175	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.00597	0.0	0.0	0.00548	0.0	0.0	0.0	0.0	0.0	0.0	0.12299	0.02533	0.00613	0.0	0.0	0.0	0.0	0.0	0.01937
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Harryflintia	0.0	0.01747	0.0	0.0	0.00505	0.01868	0.00089	0.0	0.00305	0.00191	0.00131	0.00345	0.00935	0.0093	0.01062	0.0	0.00119	0.0	0.0	0.0	0.0	0.0	0.00378	0.0	0.0	0.00044	0.0	0.00296	0.0	0.0	0.11319	0.0089	0.01351	0.01071	0.0	0.0	0.0	0.0	0.00865
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3446	0.0	0.01632	0.0	0.00329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00437	0.0	0.0	0.01609	0.0	0.0	0.0	0.0	0.1123	0.0	0.00851	0.17971	0.04349	0.00263	0.00557	0.0	0.0	0.0	0.01295
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Lactonifactor	0.0	0.01601	0.0	0.0	0.00075	0.00678	0.0	0.0	0.0	0.00935	0.0	0.10622	0.0	0.01139	0.0	0.00336	0.0	0.0	0.0	0.00192	0.04368	0.0	0.00789	0.0	0.00329	0.0	0.0	0.0175	0.0	0.0	0.0	0.01962	0.0124	0.0	0.0	0.01759	0.0	0.00259	0.05026
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9646	0.0	0.01558	0.01123	0.00049	0.00267	0.0	0.0044	0.0	0.01321	0.01565	0.0	0.0	0.00028	0.0	0.0	0.00086	0.0	0.0	0.0	0.00071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03997	0.0	0.00702	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76779|o__OFGB76779|f__FGB76779|g__GGB45497	0.0	0.01303	0.0	0.00099	0.73296	0.00986	0.0	0.0	0.0	0.0	0.0	0.02375	0.00044	0.0053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00069	0.0	0.0	0.0	0.30036	0.0068	0.02366	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB24517|o__OFGB24517|f__FGB24517|g__GGB45620	0.0	0.01239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00192	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9620	0.0	0.0123	0.0	0.00673	0.01807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18303	0.0	0.01219	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2983|o__OFGB2983|f__FGB2983|g__GGB9343	0.0	0.01211	0.0	0.0	0.0	0.0	0.00359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47996	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2985|o__OFGB2985|f__FGB2985|g__GGB9350	0.0	0.01145	0.0	0.0	0.0	0.00178	0.0	0.0	0.0	0.0	0.0	0.16064	0.35345	0.0	0.0	0.0	0.0	0.0	0.0	0.07031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1256	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacillus	0.0	0.01011	0.0	0.02633	0.0	0.00112	0.0	0.0	0.0	0.00249	0.0	0.0	0.0	0.00388	0.0925	0.0	0.0	0.0	0.0	0.00021	0.00162	0.0	0.0	0.37001	0.02112	0.0	0.0	0.00082	0.0	0.04652	0.0	0.0	0.0	0.0	0.0	0.0	0.05729	0.01858	0.0
k__Bacteria|p__Firmicutes|c__CFGB45507|o__OFGB45507|f__FGB45507|g__GGB52106	0.0	0.00933	0.06162	0.0	0.0	0.02216	0.0	0.0	0.00418	0.0	0.0005	0.03863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02251	0.0	0.0	0.01007	0.0	0.0	0.0	0.0	0.0	0.02152	0.0	0.03974	0.00353	0.0	0.01001	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881|f__FGB2881|g__GGB9185	0.0	0.00924	0.0	0.0	0.0	0.0	0.01366	0.0	0.00724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07488	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9619	0.0	0.00869	0.0	0.06139	0.0	0.0	0.00098	0.0	0.00656	0.0	0.01474	0.03837	0.09007	0.02402	0.0	0.0081	0.0	0.0	0.0	0.0	0.02673	0.01518	0.015	0.0	0.0	0.0134	0.00695	0.0	0.02755	0.01276	0.0345	0.01855	0.08007	0.04134	0.04278	0.0	0.01532	0.00014	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9580	0.0	0.00831	0.18145	0.00063	0.0	0.00044	0.0	0.0	0.0	0.0	0.0	0.0	0.18089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24301	0.0	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.24542	0.32059	0.00546	0.00022	0.0	0.07448	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507|g__GGB3818	0.0	0.00804	0.0	0.0	0.0	0.0	0.02576	0.0	0.0	0.13539	0.02412	0.0	0.0	0.00433	0.0	0.01685	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB80142	0.0	0.00796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3537	0.0	0.00783	0.0	0.0	0.01098	0.0038	0.0	0.0	0.0	0.04778	0.01074	0.02206	0.15403	0.02181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06633	0.0	0.0	0.00246	0.0	0.00029	0.0	0.0	0.17066	0.26132	0.11321	0.00534	0.0	0.0	0.0	0.00661	0.03741
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9568	0.0	0.00755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9533	0.0	0.00753	0.0	0.0	0.00395	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.01197	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.01768	0.0
k__Bacteria|p__Firmicutes|c__CFGB75783|o__OFGB75783|f__FGB75783|g__GGB79908	0.0	0.00749	0.0	0.0	0.0	0.01494	0.0	0.0	0.0	0.0	0.0	0.0	0.18064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB57353	0.0	0.00734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0513	0.0	0.0	0.0	0.0	0.0	0.0	0.0258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12976	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__GGB9469	0.0	0.00699	0.0	0.0	0.02454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02609	0.0	0.0	0.0	0.0	0.05155	0.0	0.1675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30884	0.0	0.00978	0.0	0.06404	0.02021	0.00517	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Timburyella	0.0	0.00685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01234	0.0	0.0	0.0	0.0	0.0	0.0	0.07221	0.0	0.0	0.0	0.0	0.0	0.0	0.03179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01434	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Aristotella	0.0	0.00683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.00389	0.0	0.0	0.00044	0.0	0.0	0.0	0.0	0.00174	0.0	0.0	0.0	0.00067	0.0	0.0	0.0	0.0	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9238|o__OFGB9238|f__FGB9238|g__GGB74463	0.0	0.00644	0.0	0.0	0.00488	0.0643	0.0	0.0	0.0	0.0	0.0	0.02422	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Heteroruminococcus	0.0	0.0063	0.0	0.0	0.00023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01839	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB40183|o__OFGB40183|f__FGB40183|g__GGB42389	0.0	0.00602	0.03736	0.0	0.0	0.0433	0.0	0.0	0.0	0.0	0.0	0.0104	0.04596	0.00426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02222	0.00082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18762	0.0	0.0	0.00101	0.0	0.0	0.0	0.03441
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena	0.0	0.00593	0.0	0.0	0.0	0.61243	0.00194	0.0	0.0	0.94416	0.0	1.00517	0.39855	0.0	0.0	0.00963	0.3787	1.5586	0.03203	0.01536	0.00522	0.0	0.00256	0.0	0.0	0.0	0.08923	0.0	0.12106	0.0	0.02168	1.72086	0.15027	0.00451	0.0	0.0	0.05784	0.04425	0.21115
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB2659	0.0	0.00552	0.0	0.0	0.0	0.0	0.0031	0.0	0.0	0.0	0.0	0.00716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0565	0.0	0.00029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Niameybacter	0.0	0.0054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9537	0.0	0.0051	0.0	0.0	0.0	0.0	0.00437	0.0	0.0011	0.0	0.0	0.00279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.05603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilimicrobiota	0.0	0.00407	0.0	0.00066	0.08382	0.0	0.0	0.07805	0.0	0.0	0.12819	0.02757	0.13997	0.00573	0.0	0.01964	0.01995	0.0	0.00179	0.00024	0.00856	0.00285	0.0	0.01053	0.0	0.0003	0.20776	0.64867	0.03324	0.02637	0.00212	0.20165	0.19823	0.0	0.0	0.12149	0.01022	0.00451	0.00481
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Anaerofustis	0.0	0.00374	0.03371	0.0	0.0222	0.03703	0.00075	0.0	0.00174	0.0211	0.00448	0.00526	0.00511	0.00101	0.00054	0.05074	0.02806	0.0	0.0	0.00959	0.00101	0.0	0.08734	7e-05	0.0	0.0	0.0	0.04224	0.01716	0.01035	0.00051	0.00798	0.0144	0.0	0.0	0.05929	0.03408	0.01029	0.0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus	0.0	0.00286	0.19108	0.0	0.0522	0.0	0.0162	0.0	0.00648	0.00205	0.0	0.0	0.0	0.0	0.0	0.0	0.0063	0.0	0.0	0.10808	0.0	0.0	0.00116	0.0	0.0	0.0133	0.0	1.0256	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00156	0.00054	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Paralachnospira	0.0	0.00267	0.00162	0.0	0.00158	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00222	0.0	0.0	0.00305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.01866	0.00305	0.0	0.0	0.0	0.0	0.0	0.00077
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1364	0.0	0.00231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583|f__FGB9583|g__GGB3490	0.0	0.00231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Alloruminococcus	0.0	0.00223	0.0	0.0	0.0	0.00049	0.0	0.0	0.0	0.00081	0.0	0.00159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.00027	0.0	0.0015	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus	0.0	0.00192	0.00157	3.01821	0.00093	0.00151	0.10058	0.0	0.60836	0.0	0.0	0.0	0.33006	0.0	0.0	0.87215	0.0	3.52447	0.0	0.0	0.0	0.00579	0.0	0.0	0.0	0.01482	0.0	0.0	0.36843	0.0	0.05095	0.0	0.0	0.0	0.54728	0.0	0.11041	1.40525	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3576	0.0	0.00176	0.0	0.04937	0.0	0.20762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06293	0.0	0.0	0.0	0.0	0.03627	0.0	0.0	0.0	0.03736	0.0	0.0	0.0	0.0	0.0	0.01099	0.00199	0.0	0.0	0.0	0.0	0.0	0.00019	0.03758	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31184	0.0	0.00157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9e-05	0.0	0.0	0.0	0.0	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB58233	0.0	0.00127	0.0	0.00075	0.00025	0.0	0.00011	0.0076	0.00035	0.01485	0.00242	0.0051	0.00679	0.00823	0.00049	0.0	0.0046	0.0	0.00091	0.0	0.00639	0.0	0.00147	0.0	0.0	0.00135	0.0	0.00812	0.0	0.00048	0.00473	0.0	0.00117	0.0	0.0	0.0	0.01232	0.0	0.00875
k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB2998	0.0	0.00118	0.0	0.0	0.0	0.11815	0.02852	0.0	0.13849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1787	0.0	0.037	0.0	0.0	0.0	0.07545	0.0	0.14781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
