clade_name	ERR6281997	ERR6229432	ERR6282298	ERR6281944	ERR6281939	ERR6282070	ERR6282137	ERR6282383	ERR6281677	ERR6281658	ERR6281586	ERR6281941	ERR6281751	ERR6281505	ERR6281499	ERR6281942	ERR6281433	ERR6281504	ERR6281431	ERR6281448	ERR6281500	ERR6281518	ERR6281342	ERR6281344	ERR6281340	ERR6281432	ERR6280948	ERR6281434	ERR6281341	ERR6281343	ERR6280910	ERR6279683	ERR6279682	ERR6281000	ERR6279680	ERR6280907	ERR6279679	ERR6279675	ERR6279678	ERR6279673	ERR6279677	ERR6280899	ERR6279674	ERR6279676	ERR6279681	ERR6279668	ERR6279671	ERR6279672	ERR6279667	ERR6279665	ERR6279663	ERR6279664	ERR6279666	ERR6279662	ERR6279658	ERR6279660	ERR6279670	ERR6279659	ERR6279656	ERR6279653	ERR6279654	ERR6279652	ERR6279669	ERR6279661	ERR6279651	ERR6279650	ERR6279649	ERR6279646	ERR6279648	ERR6279645	ERR6279644	ERR6279629	ERR6279655	ERR6279627	ERR6279647	ERR6279657	ERR6279625	ERR6279628	ERR6279626	ERR6279623	ERR6279621	ERR6279620	ERR6279615	ERR6279619	ERR6279616	ERR6279622	ERR6275684	ERR6279614	ERR6275681	ERR6279624	ERR6254871	ERR6254870	ERR6275661	ERR6243879	ERR6248618	ERR6264281	ERR6239138	ERR6243877	ERR6243880	ERR6243878	ERR6235717	ERR6235716	ERR6239139	ERR6236131	ERR6235718	ERR6233693	ERR6233692	ERR6232687	ERR6232688	ERR6233694	ERR6232529	ERR6232686	ERR6232528	ERR6232526	ERR6232525	ERR6232523	ERR6232521	ERR6232522	ERR6232527	ERR6232518	ERR6232425	ERR6232458	ERR6232382	ERR6231548	ERR6232524	ERR6231616	ERR6230278	ERR6230340	ERR6230326	ERR6231475	ERR6233695	ERR6230245	ERR6275682	ERR6275683	ERR6275678	ERR6275679	ERR6275680	ERR6275676	ERR6279618	ERR6275675	ERR6275672	ERR6275677	ERR6275671	ERR6275670	ERR6275669	ERR6275673	ERR6275667	ERR6275664	ERR6275665	ERR6275666	ERR6275659	ERR6275663	ERR6275674	ERR6275668	ERR6275652	ERR6271720	ERR6267711	ERR6271719	ERR6267712	ERR6257997	ERR6271721	ERR6273965	ERR6264280	ERR6254869
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea	0	0.00119	0	0	0	0	0	0.01742	0	0	0	0	0.19253	0	0	0	0	0	0	0.03134	0	0	0	0	0	0	0	0.03486	0.35487	0	0	0	0	0	0	0	0	0	0.11821	0	0	0	0.03538	0	0	0	0.20047	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71971	0	0	0.01837	0	0	0.10846	0	0.12727	0	0	9.08488	0	0	0	0.00725	0	0.16706	0.29511	0	1.16037	0	0	0.65286	0	0.06304	0	0	0	0	0	0	1.28613	0	0	0.01216	0	0	0.09498	0	0.06936	0	0	0	0	0	0	0	0.07033	0	0.00171	0	0.398	0	0	0	0	0	0	0	20.96918	1.79787	0	0	0	0	0	0	0.95518	0	0	0	0	0.05726	0	0	0.26358	0.01209	0	0	0	0	0	0	0	0	0.03376	0.28551	0.12129	0	0	0.01118	0	0	2.94021	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76784|o__OFGB76784|f__FGB76784|g__GGB80012	0	0.00115	0	0	0	0	0.00217	0	0	0	0	0.00536	0	0	0	0	0.03916	0	0	0	0	0.00161	0	0	0	0	0	0	0	0	0	0	0.00466	0	0.01785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0.00301	0	0	0	0	0	0	0	0	0.02377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01918	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2957|o__OFGB2957|f__FGB2957|g__GGB9299	0	0.001	0	0	0	0	0.00867	0	0	0	0	0	0	0	0	0	0	0	0	0.00048	0	0.00016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00163	0	0	0	0	0	0	0	0.03219	0	0	0	0	0	0.1765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0.00938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00154	0	0	0	0.02907	0.04585	0	0	0	0	0	0	0	0.03589	0	0	0	0.03159	0	0	0	0.00648	0	0	0	0	0	0.00723	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB51959	0	0.00097	0.0381	0.00097	0	0	0	0	0	0	0	0	0	0	0.31713	0	0	0	0.0442	0.11576	0.11332	0.02856	0.19331	0.11571	0	0	0.11842	0	0	0	0	0	0.1078	0.07431	0	0	0	0.08637	0.03658	0	0	0.1128	0.04383	0	0.00995	0	0	0.32656	0.03141	0	0.21469	0.00302	0	0.03735	0.0356	0	0	0	0.01011	0	0	0	0.02058	0	0.0685	0	0.00796	0	0	0	0.01725	0.01114	0	0	0.05195	0	0	0.00699	0	0	0.02333	0	0	0.05806	0.08017	0.00656	0.03464	0	0.05706	0	0	0	0	0	0.00367	0.00108	0.08316	0	0	0.03022	0	0.03185	0.0546	0.09825	0	0	0	0.00136	0	0	0.02191	0	0.06619	0	0	0.0753	0.09873	0	0	0	0.13881	0	0.07216	0	0.03753	0.04933	0.03257	0.00075	0	0.36421	0	0.01083	0.02256	0.20745	0	0.00544	0.01598	0.01136	0.00385	0	0.05669	0.01157	0	0	0.0051	0.00491	0.00028	0.0078	0	0.01964	0.04847	0	0	0	0	0.00855	0	0	0	0.0211	0.20711	0	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified	0	0.00083	0.01954	0	0	0	0	0.00495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00174	0	0	0	0	0	0.00369	0	0	0	0.01285	0.00376	0	0	0	0	0	0	0	0	0.01227	0	0.02101	0	0	0.00154	0	0	0	0	0	0	0	0	0	0.00516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00212	0	0.00574	0	0	0	0	0.00507	0	0	0.00031	0	0	0	0	0	0	0	0	0	0	0.00196	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9724	0	0.00073	0	0	0	0	0	0.00647	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13917	0	0	0	0.00486	0	0.00791	0.00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00859	0	0	0	0	0	0.00814	0.00157	0	0	0.03331	0	0	0	0.00015	0.00219	0	0	0	0	0	0	0	0	0	0	0.00072	0	0	0	0	0	0.03299	0	0.00455	0	0	0	0	0	0.10212	0	0.0005	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00366	0.00237	0	0	0	0	0.00444	0.00016	0	0	0	0	0	0.00068	0	0	0	0	0	0	0	0	0.0288	0	0	0	0	0	0.67164	0	0.00069	0.00843	0	0	0	0	0	0.01807	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Solibaculum	0	0.00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142	0	0	0	0	0.00024	0.01633	0	0	0.00404	0	0	0	0	0	0	0	0	0	0	0	0	0.00589	0.00031	0	0.00589	0.00585	0.00025	0	0	0	0.00406	0.00766	0.00068	0	0	0.00149	0.0039	0	0	0.00486	0.00036	0	0	0	0	0	0.00099	0	0	0	0	0.01741	0	0	0.0009	0	0	0	0	0.00365	0	0.00265	0.00101	0	0	0	0	0.03099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0069	0	0	0	0.01209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169	0	0	0	0	0	0	0	0.00061	0	0	0	0.00388	0	0.00273	0	0	0	0	0	0	0.00039	0	0	0	0.0157	0	0.0013	0	0.00976	0.01163	0.0212	0	0	0.00387	7.00E-05	0	0	0.00055	0
k__Bacteria|p__Firmicutes|c__CFGB1422|o__OFGB1422|f__FGB1422|g__GGB3486	0	0.00058	0.00489	0	0	0	0	0.11811	0.03231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	0	0	0	0	0	0	0	0.0056	0	0	0	0	0	0	0.01321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17707	0.26827	0	0	0	0	0	0.01163	0	0	0.04023	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerofilum	0	0.00053	0	0	0	0.00302	0	0.00184	0.00085	0.02769	0.01281	0	0	0	0.00537	0	0.00055	0.00182	0.00232	0.00346	0.0037	0.00014	0.00799	0.00274	0.00419	0	0	0.00087	0.00296	0	0	0	0.00013	0	0	0.02095	0	0	0.00317	0	0	0.00339	0.0016	0.01083	0	0	0	0	0	0	0.00231	0	0	0	0	0	0	0	0	0	0	0.00293	0.00254	0	0	0	0	0	0	0	0	0	0	0.0011	0.00102	3.00E-05	0.00121	0.00115	0.00024	0	0.02769	0	0	0	0	0	0.00727	0	0	0	0	0.00052	0	0	0	0.00034	0	0	0	0.00108	0.00095	0	0.00053	0.00095	0	0	0	0.00873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00345	0	0	0	0.00059	0.00205	0	0	0.00558	0	0	0	0	0.00086	0	0	0	0	0	0.00038	0	0.0021	0	0.00014	0	0	0	0	0.00255	0	0.0028	6.00E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Alloruminococcus	0	0.00046	0.00496	0.00254	0	0.00085	0.00024	0.00093	0	0	0	0	0	0	0	0.00035	0	0	0	0	0	0	0	0.00025	0	0	0	0	0.00057	0	0	0	0	0	0	0.00081	0	0	0	0	0	1.00E-05	0	0.00198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0	0	0	0.00137	9.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00227	0	0	0	0	0	0	0.00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0	0	0	0	0	3.00E-05	0.00134	0.00041	0	0	0	0	0.00095	0	0.00071	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9532	0	0.00046	0	0	0	0	0	0	0	0	0	0	0	0	0.01071	0	0	0	0	0	0	0	0	0	0	0.25498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00147	0	0	0	0	0	0	0.02534	0	0	0	0.00015	0.00467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320|f__FGB1320|g__GGB3160	0	0.00031	0	0	0	0	0	0	0	0.09102	0	0	0	0	0	0	0	0	0	0.00275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63262	0	0	0	0	0	0	0	0.00768	0.00871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella	0	0.00026	0	0	0.01561	0	0	0.00053	0	0	0	0	0	0	0.05162	0.013	0.03981	0.00958	0.00954	0.00135	0.01384	0.01179	0.23685	0.0289	0.06029	0	0	0.00022	0.00192	0.08747	0.00241	0	0.03401	0.00353	0	0.19309	0.06333	0.00779	0.01639	0	0.03779	0.00015	0.00027	0	0	0	0.00129	0.00629	0	0.131	0.03918	0.04361	0.05249	0.00658	0	0	0.00395	0	0.01371	0.02691	0	0.05755	0.0368	0.02812	0.04728	0.02567	0.00768	0.05499	0.01756	0.00807	0.00015	0.01263	0	0.02991	0.00152	0	0.03384	0.00464	0.02534	0.01371	0	0.02573	0	0	0	0.00861	0.00229	0	0.01906	0	0	0.01444	0.13349	0	0	0.01185	0	0	0	0	0.0181	0	0.00576	0.01908	0.00215	0	0.04993	0.01255	0	0	0	0	0	0	0.0048	0.04468	0	0	0	0	0.00264	0	0	0	0	0	0	0	0.04868	0	0	0	0.00439	0	0.1246	0.0013	0.00018	0	0	0	0.00375	0	0	0	0.00152	0.00021	0	0	0	0.00343	0	0.00064	0	0.01055	5.00E-05	0.01402	0.00368	0	0.05065	4.00E-05	0.01416	0	0.00875	0
k__Bacteria|p__Firmicutes|c__CFGB4623|o__OFGB4623|f__FGB4623|g__GGB9525	0	0.00014	0	0	0	0	0.00836	0.01078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014	0	0	0	0	0	0	0.00267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0.07367	0	0.00347	0	0.00382	0	0	0	0	0.00066	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1538|o__OFGB1538|f__FGB1538|g__GGB3892	0	8.00E-05	0	0	0	0	0	0	0	0	0	0	0.00268	0	0	0	0.01541	0	0	0	0	0	0	0	0	0	0	0	0.00807	0	0	0	0	0	0	0.04055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00212	0.02652	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB6487	0	5.07948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32328	0	0	0	0.16721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03196	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806|f__FGB4806|g__GGB51647|s__GGB51647_SGB4348	0	4.1119	0	4.38995	0	0	0.00566	1.45904	4.1227	0	0	0	0	0.2529	0.03588	0.17793	0	0	2.42244	0	0.00571	0.01135	0	2.85483	0	0.84691	0.24627	0	0	0	0	0	0	0	0	4.29108	0	0	0	0.61511	0	0	2.82045	0	0	0	0	0	0	0.16524	0	0.29097	0	0	0	0	0	0	0	0	1.67195	0	0.50046	0.25778	0	0.22252	0.48996	0	0.47547	0	0.56897	0	0	0	0.19281	1.0124	0	0.09251	0.0119	0	0	0	0.90837	0	0	0	0	0	0	0	0	0	0.17004	0	0.06615	0	0	0	1.40799	0	0	1.15658	0.61046	0.66538	0.05951	0	0.52473	0	0.34522	0	0	0	0	0	0	0.19129	0	0	0	0	0	1.08975	0	0	0.62833	0.10772	0	2.30986	0	0.57968	0.48485	0.01586	0.47762	0	0	0	0	0	0	0	11.81878	0	0	0	0	0.2874	1.98848	2.26066	5.10695	0.01183	0	0.00594	0	0	0	0	0	0.00441	0	0	1.96665	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4569|s__GGB4569_SGB6310	0	3.79186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28395	0	0	0	0	0	0	0	0	0.11263	0	0	0.0782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39266	0	0	0	0	0	0.0143	1.56814	0.19482	0	0	0	0.03328	0	0	0	0	0	0	0	0	0	0	0.16871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00055	0.45478	0	0	0	0	0.14268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01412	0	0	0	0	0	0	0.16012	0	0.02539	0.30992	0	0	0	0	0.08536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15364	0.13275	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB13380|o__OFGB13380|f__FGB13380|g__GGB4706|s__GGB4706_SGB6513	0	2.78251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__GGB2734|s__GGB2734_SGB3677	0	2.4487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB76189|o__OFGB76189|f__FGB76189|g__GGB1538|s__GGB1538_SGB2121	0	2.32824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76112|o__OFGB76112|f__FGB76112|g__GGB79630|s__GGB79630_SGB13983	0	1.4031	0.03031	0.00658	0	0.01323	0	0	0.04641	0.00152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0086	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02784	0	0	0	0	0	0	0.00534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00139	0.00434	0	0	0	0	0	0	0	0	0	0.34522	0.00479	0	0.00349	0	0	0	0	0	0	0	0	0.07818
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4559|s__GGB4559_SGB6293	0	1.1164	0	0	0	0	1.88746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44252	0	0	0	0	0	0.02345	0	0	0	0	0	0	0	0	0	0.03794	0	0	0	0	0	0	0	0	0	0	0	0	0.51318	0	0	0	0	0	0	0	0	0.05112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05135	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB4682|s__GGB4682_SGB6472	0	1.0578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_dispar	0	0.88317	0.61067	0.27948	0	0	0	0.1377	0.48546	0.20141	0	0	0	0	0	0	0.31411	0	0.27311	0.05565	0	0	0.01647	0.09135	1.05587	0.0027	0	0.01538	0	0	0.00246	0	0	0.00375	0	0.00524	0.08652	0.32082	0	0	0	0.11209	0.01105	0	0	0	0.10951	0.03426	0	0.00018	0	0.03734	0.00748	0	0	0.00193	0.01407	0	0	0.11205	0	0.02694	0	0	1.32801	0	0	1.08573	0.04657	0.15807	0.12329	0.57983	0	0.00656	0.05362	0	0	0.09669	0	0	0	1.87779	0	0	0	0	0	0	0	0	0.18019	0	0	0	0.81794	0.0492	0	0	0	0.11492	1.03786	0	0.36968	0	0	0	0.13721	0	0	0	0	0	0	0	0	0.00485	0	0	0	0	0.00483	0.21772	0	0	0	0	0	0	0	0.02623	0.28286	0	0	0.85268	0	0	0	0	0.172	0	0	0	0.00298	0	0.06509	0	0.02263	0	0.75309	0	0	0	0	0	0.01334	0	0	0.06429	0	0	0.02824	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB31626|o__OFGB31626|f__FGB31626|g__GGB4676|s__GGB4676_SGB6465	0	0.80518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10978	0	0.03588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3138	0	0	0	0	0	0	0	0.14001	0	0	0	0	0	0	0	0	0.12217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02459	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	0	0.77268	3.08709	2.61935	0	0	0	0.484	0.27196	0	0	0.2693	0	0	0.40957	0.0746	0	0.06708	0.11469	0.00454	0	0.0008	0.00075	0.01265	0.01319	0	0.09252	0	0	0	0	0	0.0032	0.00207	0.03964	0.00094	0	0.01155	0	0.01423	0	0.00246	0.01117	0	0.00318	0	0	0	0	0	0	0	0	0	0	0	0.02709	0	0	0	0	0	0.00421	0.00059	0	0	0	0	0	0	0.03167	0.00175	0	0.01006	0	0.10091	0	0.02166	0	0	0	0.04857	0	0.00698	0	0	0	0	0	0	0.00273	0	0.00126	0	0.00537	0.20769	0	0	0	0.51358	0.04067	0	0	0.0023	0	0.001	0	0	0	0.04397	0.01043	0	0	0	0.00899	0	0	0.06172	0	0	0	0	0	0.00786	0.00068	0	0	0.00417	0	0	0.02937	0	0	0.38582	0	0	0.00308	0.01117	3.2073	0	0.12536	0.60601	0.51354	0	0.54019	0.37148	0.37599	0.39744	4.81918	0	0.28278	0.07497	0.1797	0	0	0.19677	0	0	0	0	0.03833	0.11773	0.27994	0
