clade_name	ERR6281997	ERR6229432	ERR6282298	ERR6281944	ERR6281939	ERR6282070	ERR6282137	ERR6282383	ERR6281677	ERR6281658	ERR6281586	ERR6281941	ERR6281751	ERR6281505	ERR6281499	ERR6281942	ERR6281433	ERR6281504	ERR6281431	ERR6281448	ERR6281500	ERR6281518	ERR6281342	ERR6281344	ERR6281340	ERR6281432	ERR6280948	ERR6281434	ERR6281341	ERR6281343	ERR6280910	ERR6279683	ERR6279682	ERR6281000	ERR6279680	ERR6280907	ERR6279679	ERR6279675	ERR6279678	ERR6279673	ERR6279677	ERR6280899	ERR6279674	ERR6279676	ERR6279681	ERR6279668	ERR6279671	ERR6279672	ERR6279667	ERR6279665	ERR6279663	ERR6279664	ERR6279666	ERR6279662	ERR6279658	ERR6279660	ERR6279670	ERR6279659	ERR6279656	ERR6279653	ERR6279654	ERR6279652	ERR6279669	ERR6279661	ERR6279651	ERR6279650	ERR6279649	ERR6279646	ERR6279648	ERR6279645	ERR6279644	ERR6279629	ERR6279655	ERR6279627	ERR6279647	ERR6279657	ERR6279625	ERR6279628	ERR6279626	ERR6279623	ERR6279621	ERR6279620	ERR6279615	ERR6279619	ERR6279616	ERR6279622	ERR6275684	ERR6279614	ERR6275681	ERR6279624	ERR6254871	ERR6254870	ERR6275661	ERR6243879	ERR6248618	ERR6264281	ERR6239138	ERR6243877	ERR6243880	ERR6243878	ERR6235717	ERR6235716	ERR6239139	ERR6236131	ERR6235718	ERR6233693	ERR6233692	ERR6232687	ERR6232688	ERR6233694	ERR6232529	ERR6232686	ERR6232528	ERR6232526	ERR6232525	ERR6232523	ERR6232521	ERR6232522	ERR6232527	ERR6232518	ERR6232425	ERR6232458	ERR6232382	ERR6231548	ERR6232524	ERR6231616	ERR6230278	ERR6230340	ERR6230326	ERR6231475	ERR6233695	ERR6230245	ERR6275682	ERR6275683	ERR6275678	ERR6275679	ERR6275680	ERR6275676	ERR6279618	ERR6275675	ERR6275672	ERR6275677	ERR6275671	ERR6275670	ERR6275669	ERR6275673	ERR6275667	ERR6275664	ERR6275665	ERR6275666	ERR6275659	ERR6275663	ERR6275674	ERR6275668	ERR6275652	ERR6271720	ERR6267711	ERR6271719	ERR6267712	ERR6257997	ERR6271721	ERR6273965	ERR6264280	ERR6254869
k__Bacteria|p__Bacteroidetes|c__CFGB59108|o__OFGB59108|f__FGB59108|g__GGB1567|s__GGB1567_SGB2154	0	0.68513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02546	0	0	0	0	0	0	0.04648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9813|s__GGB9813_SGB15447	0	0.65356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67355	0	0.25359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0067	0.04101	0	0	0	0	0	0	0	0	0.36724	0	0.91699	0	0	0.77462	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4596|s__GGB4596_SGB6358	0	0.64286	0	0	0	0	0	0	0.10698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07406	0	0	0	0	0	0	0	0	0	0	0	0.04582	0	0	0	0	0	0	0	0	0	0	0	0	0.00483	0	0	0.11677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27476	0	0	0	0.53502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13834	0	0	0	0.02323	0.03609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21399	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9581|o__OFGB9581|f__FGB9581|g__GGB9581|s__GGB9581_SGB4365	0	0.6323	0	0	0	0	0.85475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01775	0	0	0	0	0	0	0	0	0.07066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12985	0	0	0	0	0	0	0	0.12222	0.09251	0	2.54464	0	0	0	0	0.82735	0	0	0	0	0	0	0	0	1.62916	0	0	0	0	0	0	0.13022	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	0	0.62554	0.00944	0.01317	0	0	0	0	0	0	0	0	0	0.0268	0	0	2.77462	0	2.46041	0	0.0042	0.00328	0	0.78869	0	0.00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26507	0	0	0	0	0	0	0.00184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18768	0.62581	0.01435	0	0.10033	0.01415	0	0.02853	0	0.00111	0.01487	0	0	0	0	0	0	0	0	0	0	0	0.0391	0	0	0.23614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04463	0	0	0	0	0	0	0.36517	0.03573	0	0	1.31202	0	0.40204	0	0	0	0	0.10367	0	0	0.08847	0	0.10124	0	0	0	0	0	1.73086	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB1670|o__OFGB1670|f__FGB1670|g__GGB47687|s__GGB47687_SGB2286	0	0.60161	0	0	0	1.62751	0.01682	0	0	1.18131	0	4.03968	0	0.41682	0	0	0	0	0.37818	2.26397	0	0	1.12102	0.48971	3.24018	0	0	0	0	0	0	0	0.29758	0.03688	0	1.84847	1.34098	1.05482	0.00113	0	0	0	0	0	0	0	0.14398	0.32463	0.05446	0	0	0.12791	0.08154	0.03488	0.05813	0	0	0	0	0	0	0.84901	0	0	0	0	0	5.26623	0.67978	0	0.94403	0	0.27493	0	0.18328	0	0	0.03874	0.16056	0	0	0	0.26551	0	0	0.06577	0	0	0	0	0	6.20215	0	0	1.3416	0.28666	0.48366	0	0.05516	0.18218	0	0.60911	0.53108	0	1.0022	0	0.52398	0	0	0	0.3698	3.51007	0	0	0	2.22857	0	0	0	0	0	0.26145	0	0	0.13038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00424	0	0.14369	0	0	0	0	0	0	0.56636	0.0618	0	0	0	0.00857	0.13376	0	0.00204	0	0.38277	0.50998	0	0.81981	0.41372
k__Bacteria|p__Proteobacteria|c__CFGB2403|o__OFGB2403|f__FGB2403|g__GGB6601|s__GGB6601_SGB9333	0	0.46973	0	0	0	10.88566	0	0	0	0	1.14584	0	0	0	0	0	0	0	0	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07632	0	0	0	0.00542	0	0	0.01498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01644	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03017	0	0	0	0.09294	0	0	0	0	0	0.21264	0	0	0.00845	0	0.00233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06722	0	0	0	0	0	0	0	0	0	0	0	0	0.04472	0	0	0	0	0	0	0	0	0	0	0.39674	0	0	0	0	0	0	0	0	0	0	0	2.34592	0	0	0	0	0	0	0.00817	0	0.30628	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB9176|s__GGB9176_SGB14114	0	0.46632	0	0	0.25016	0	0.74771	0.0034	0	1.28315	0	0	0	0	0	0	0.00389	0	0	0.01681	0	0.03538	0	0	0.00821	0	0	0	0.00258	0	0	0	0.05763	0.01232	0	0	0	0	0	0	0	0.0128	0	0	0	0	0	0	0	0	0	0.0098	0	0	0	0	0	0	0	0	0.01517	0	0.01087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28097	0.01779	0	0	0	0	0	0	0.02718	0	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0	0	0.01449	0	0	0	0.00905	0.1246	0	0	0	0	0	0	0	0	0.01833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00701	0.01009	0	0	0	0.10192	0	0	1.26506	0.28324	0.15614	0	0	0	0	0.00536	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Gallimonas|s__Candidatus_Gallimonas_merdae	0	0.45671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_SGB6340	0	0.38006	0	0	0	0	0	0	0.17688	0	0	0	0	0	0	1.16113	0	0	0	0	0	0	0	0	0	0	0.12606	0	0	0	0	0	0.09141	0	0.05194	0	0	0	0	0	0	0.08205	0	0.025	0	0	0.41269	0.1545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04654	0	0	0	0	0	0	0	0.01744	0	0	0	0.08668	0.01026	0	0	0	0	0	0.00868	0	0	0	0.03185	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0.01608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04186	0	0	0	0	0	0	0	0	0.86563	0.29079	0	0	0.12996	0.11065	0	0	0	0	0	0	0	0.37064	0	0	0	0	0.08807	0	0	0	0.69593	0	0	0	0	0.0133	0	0.66632	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2830|o__OFGB2830|f__FGB2830|g__GGB6569|s__GGB6569_SGB9281	0	0.34217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB6369	0	0.34104	0	0	0	0	0	0	0	0	0.18796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00422	0	0	0	0.01244	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01533	0	0.00417	0	0	0	0	0	0	0	0	0	0	0	0	0.00185	0.02111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3175|s__GGB3175_SGB4191	0	0.27539	0.02186	0	0	0	0	0.72254	0.46219	0	0	0.00277	0	0	0	0	0.01564	0.31695	1.97163	0.07969	0	0	0	0.1799	0	0	0	0	0	0	0	0	0.04192	0	0.04663	0.02456	0	0.32847	0.06787	0	0	0.0008	0	0.09054	0.00634	0	0	0	0	0	0	0.00662	0	0.03708	0	0	0	0	0	0.04289	0	0	0.01997	0	0	0.04688	0	0.20814	0	0	0	0	0	0.28201	0.00874	0	0	0.00506	0	0	0	0	0	0.04762	0	0.03687	0.00204	0	0	0	0	0	0.03279	0	0	0	0	0	0	0	0	0.36014	0	0.0006	0	0	0.15497	0	0	0	0	0	0.08046	0	0	0.00861	0	0	0	0	0	0	0	0.04322	0	0	0	0.00785	0	0	0.02479	0	0.11407	0	1.05726	0	0.07983	0.05169	0	0	0	0	0.10022	0	0.03038	0.0106	0	0	0	0	0	0	0	0.13009	0	0	0.00112	0	0	0	0.15546	0	0	0.12932
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_SGB14313	0	0.25258	0	0	0	0	0	0.02829	0	0.35088	0	0	0	0	0.0532	0	0	0.16839	0	0.07039	0	0.21906	0	0	0.02354	0	0	0.00116	0	0	0	0	0.05911	0	0.00385	0	0	0	0	0	0	0.00306	0	0	0	0	0	0	0	0	0.01673	0.01421	0	0.00087	0	0	0	0	0	0	0	0	0	0	0	0	0.00433	0	0	0.02871	0.04518	0	0	0	0.18646	0	0	0.17276	0.02395	0	0	0	0	0.04177	0	0.00698	0.15215	0	0	0	0.38519	0	0	0	0	0	0	0	0	0.68193	0	0	0	0.0044	0	0	0.42761	0.1147	0	0	0.04724	0	0	0	0	0	0.39633	0.02864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05229	0.12794	0	0	0	0	0	0	0.00891	0.87818	0.00668	0	0	0	0	0	0	0	0.467	0	0	0	0	0.10584	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium	0	0.25156	0	0	0	0	0.06626	0	0	0	0.01769	0.06396	0	0	0	0	0	0.57089	0	0.07006	0	0	0	0	0	0	0	0	0	0	0	0	0.23074	0.00156	0.01523	0	0.86305	0	0.02159	0	0	0.00548	0	0.10318	0	0	0.69127	0.04315	0	0	0	0.00557	0.22417	0.04152	0	0	0.12055	0	0	0	0.00281	0	0	0	0	0.13993	0.13534	0.02293	0	0.61777	0	0	0	0	0.26056	0	0	0	0.0187	0	0	0	0	0.08202	0	0	0.11151	0	0	0	0.04292	0	0	0	0	0	0	0	0.19194	0	0	0.19144	0	0	0.02304	0	0	0.23327	0	0	0	0	0	0	0.04229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2671	0	0	0	0	0	0	0.59505	0	0	0	0	0	0.02032	0	0	0	0	0	0	0.88817	0	0	0	0	0	0	0	0.24485	0	0	0.57512
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	0	0.24749	0.26106	0	0	0.35635	0.04205	0.17797	0.29671	0.00023	0	0	0	0	0.03489	0	0.12173	0	0.25212	0	0	0.00622	0	0.02994	0.17223	0.42981	0.0994	0.00242	0.08854	0	0	0	0	0.01271	0	0	0.03683	0	0	0	0	0.00506	0	0.05926	0.01954	0	0	0	0	0	0.01873	0	0	0	0	0	0	0	0	0	0	0	0.00308	0	0	0.15442	0	0	0	0.03335	0.00155	0.05448	0.0021	0	0.01388	0.00663	0	0	0.03979	0	0	0	0	0.02458	0	0.001	0	0	0	0	0.07255	0	0.00302	0	0	0	0	0	0	0.03377	0	0	0.10318	0	0.00217	0	0	0.04763	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01499	0	0	0	0	0	0	0	0.00199	0.02105	0	0	0.01424	0	0	0.01698	0.00817	0	0	0.02555	0	0.02161	0	0.02856	0.07404	0	0	0	0	0.03254	0.14912	0	0.0269	0	0	0	0	0	0.00961	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_sp_BSD2780120874_150323_B10	0	0.24096	0.2451	0	0	0.32602	0	0	0.01775	0	0	1.25285	8.08017	0	1.58077	5.71394	3.57774	0	0	0	0	0.00851	0	0	0	0.00035	0	2.68007	2.51669	0.00035	0	1.19169	1.01879	0	0	0	0	0	0	0	0.43906	0.0014	0	0	0.00074	0	0.87906	0	0	0	0	0	0	0	0	0	0.00066	6.74781	0	0	0	0	0.00139	0.00076	0	14.51292	0.02108	0	0.06833	0	4.32384	0	0	0.07239	0.00047	0.00478	0	0.00085	0	0	7.43232	0.37674	0.73851	0	0	0	0	0	3.13928	1.62552	0	0	0.12024	0	0	0.00626	0.05562	0	0	0.00215	0.12397	0	0	0	0.45657	0	0	0.71958	0.8761	0	0	0	1.15643	0	0	0	0.05898	0.07133	0	0	0	0	0	0.808	0.00012	0	0	0	0	0	0.00049	0	0.03416	0	0	0	1.04386	0.48049	0	0	0.28813	0	0	0	0	0	1.62301	0	0	0	0	0	0	0	0	0	1.53055	0	6.74745	0	3.06584	0	2.82279	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_alvei	0	0.2127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_timonensis	0	0.17529	0	0	0	0	0.01183	0	0	0	0	0	0	0	0	0	0	0	0	0.17542	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173	0	0	0.07104	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03332	0	0	0	0	0	0	0	0	0.01503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03156	0	0	0	0	0	0	0	0	0	0	0	0.11875	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_ihumii	0	0.17438	0.09878	0.30193	0.49874	0	0	0.13874	0.51374	0	0.01655	0	0.05316	0.01991	0.19384	0.51275	1.35656	1.31418	0.1076	0.05397	0.03814	0	0.29983	0.19993	2.83317	0.01721	0	0.02219	0.24416	0.08395	0	0	0.29151	0.30464	0	1.43434	0.23549	0.0292	0.16196	0	0.0232	0.00545	0.1289	0.19901	0	0	0.02578	0.00886	0	0	0.24138	0	0.00411	0	0	0	0.02214	0.04353	0.24584	0	0	0.01743	0	0.05378	0.63028	0	0	0.41608	0	0.00968	0.0082	0	0.19841	0.52753	0.0033	0	0	0	0	0.02377	0.21629	0.55542	0.01211	0.0046	0.04374	0	0	0	0.02377	0	0	0	0	0	0.22518	0.04221	0.00812	0	0	0.28364	0.0735	0.17603	0.01873	0	0	0	0.04093	0.10121	0	0	0.06683	0	0	0	0	0.036	1.52045	0	0	0	0	0.0107	0.00078	0	0	0	0	0.01879	0	0.30243	0.16376	0.08217	0.00139	0.5652	0	0.05728	0.02924	0.05196	0	0	0.08197	0.047	0.00737	0	0.03318	0.0309	0	0	0.01447	0.11305	0.03648	0.10185	0	0	0.00807	0.08725	0.01516	0	0	0.0044	0	0	1.25322	0.09828
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9602|s__GGB9602_SGB15031	0	0.15392	0	0	0	0	0.84671	0.40732	0	0	0.00096	0	0	0	0.05359	0	0	0	0	0.03932	0	0.00852	0.01195	0	0	0	0.01311	0.03738	0	0.0003	0	0	0	0	0.06378	0.12509	0	0	0.00587	0	0	0	0	0	0.00425	0	0.04118	0	0.04644	0	0.03465	0.02243	0.07613	0.01031	0	0	0	0	0	0	0.05481	0	0.04612	0.03474	0	0.00271	0.05241	0.06046	0.00827	0.012	0.04741	0	0.03851	0	0.50386	0.28449	0.44096	0.02447	0.00594	0	0	0	0	0.04952	0.05182	0.10132	0.00496	0	0.02703	0	0.03865	0	0	0	0	0.05005	0.01502	0	0.001	0	0	0.04419	0.17143	0.14179	0.12296	0	0.02654	0.10923	0	0	0	0	0	0	0.04166	0	0.24076	0.07234	0	0	0	0	0	0.06828	0.00283	0	0	0.80196	0	0	0.01148	0.04081	0.16337	0	0	0	0.26033	0.16849	0	0	0	0	0.12612	0	0.0283	0.15027	0	0.06449	0	0.03399	0.36165	0.49097	0	1.21679	0.60298	0.034	0	0	0	0	0.1443	0	0	0.01531
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB28319|s__GGB28319_SGB40892	0	0.14911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04399	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9595|s__GGB9595_SGB15019	0	0.14534	0	0	0	0	0	0.13387	0	0	0	0	0	0	0	0	0	0	0	0.23342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12294	0	0	0	0.06287	0	0	0.00039	0	0	0.00826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00634	0	0	0	0	0	0.19773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01098	0	0	0	0	0	0	0	0	0	0	0	0.57729	0.01624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0	0.12747	0	0	0	0	0	0	0.0378	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00672	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02338	0	0	0	0	0	0	0	0	5.56799	0	0.30264	0	0	0	0	0	0.72074	0	0	0	0	0	0	0.00065	0.06635	0	0	0	0	0	0	0	0.13406	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Candidatus_Catenibacterium_tridentinum	0	0.12264	0	0	0	0	0.00367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24054	0.58388	0	0	0	0	0	0	0.01128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04673	0	0	0	0	0.08587	0	0	0	0	0	0	0	0	0.69702	0	0	0	0	0	0.02617	0	0.01058	0	0.04691	0.21725	0	0	0	0	0	0	0	0	0	0	0	0	0.01991	0	0	0	0	0	0	0	0	0	0	0	1.08536	0	0.83238	0	0	0	0	0	0	0.22632	0	0	0	0.53705	0	0	0	0	1.7494	0	1.78383	0	0	0	0	0	1.94315	0	0	1.15867	0	0	0	0	0	0	2.63398	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3043|o__OFGB3043|f__FGB3043|g__GGB9551|s__GGB9551_SGB14958	0	0.12243	0	0	0	0	0	0.01345	0	0.09807	0	0	0	0	0	0	0	0	0	0.05054	0	0	0	0	0	0	0	0	0	0	0	0	0.00014	0	0.01308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00359	0.01445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02433	0	0	0	0.04756	0	0	0.00182	0	0	0	0	0.00507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0.00824	0	0	0	0.06385	0	0	0.05618	0	0.01768	0	0	0	0	0.06641	0.10956	0	0	0
