clade_name	metaphlan_SRR13068812	metaphlan_SRR13068813	metaphlan_SRR13068814	metaphlan_SRR13068815	metaphlan_SRR13068816	metaphlan_SRR13068817	metaphlan_SRR13068818	metaphlan_SRR13068819	metaphlan_SRR13068820	metaphlan_SRR13068821	metaphlan_SRR13068822	metaphlan_SRR13068823	metaphlan_SRR13068824	metaphlan_SRR13068825	metaphlan_SRR13068826	metaphlan_SRR13068827	metaphlan_SRR13068828	metaphlan_SRR13068829	metaphlan_SRR13068830	metaphlan_SRR13068831	metaphlan_SRR13068832	metaphlan_SRR13068833	metaphlan_SRR13068834	metaphlan_SRR13068835	metaphlan_SRR13068836	metaphlan_SRR13068837	metaphlan_SRR13068838	metaphlan_SRR13068839	metaphlan_SRR13068840	metaphlan_SRR13068841	metaphlan_SRR13068842	metaphlan_SRR13068843	metaphlan_SRR13068844	metaphlan_SRR13068845	metaphlan_SRR13068846	metaphlan_SRR13068847	metaphlan_SRR13068848	metaphlan_SRR13068849	metaphlan_SRR13068850	metaphlan_SRR13068851	metaphlan_SRR13068852	metaphlan_SRR13068853
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acidifaciens	0.0	0.0	0.0	0.00788	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00214	0.0	0.0	0.0	0.0	0.00518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1798|o__OFGB1798|f__FGB1798|g__GGB4768|s__GGB4768_SGB6601	0.0	0.0	0.0	0.00643	0.00405	0.0	0.0	0.00484	0.0	0.0	0.01683	0.08097	0.06333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22678	0.0
k__Bacteria|p__Firmicutes|c__CFGB1422|o__OFGB1422|f__FGB1422|g__GGB3486|s__GGB3486_SGB4658	0.0	0.0	0.0	0.00619	0.26993	0.0	0.0	0.02609	0.0	0.0	0.00887	0.01094	0.00622	0.0	0.0	0.0	0.0	0.0	0.0	0.10267	0.0	0.48167	0.0	0.0	0.0	0.0	0.0	0.0	0.02345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38853	0.21082	0.09246	0.51183	0.85807	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9618|s__GGB9618_SGB15064	0.0	0.0	0.0	0.00582	0.00546	0.0	0.0	0.00718	0.0	0.0	0.10537	0.08648	0.04958	0.04646	0.0	0.0	0.0	0.0	0.0	0.01336	0.0	0.01102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00899	0.0	0.0	0.0	0.0	0.0	0.07117	0.0	0.03757	0.0	0.02594	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9677|s__GGB9677_SGB15180	0.0	0.0	0.0	0.00463	0.0	0.0	0.0	0.03504	0.0	0.0	0.0	0.26532	0.26872	0.11175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34854	0.0	0.09276	1.42831	0.0	0.0	0.0	0.0	0.0	0.0	0.21966	0.0093	1.32613	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB4771	0.0	0.0	0.0	0.00447	0.01414	0.0	0.0	0.02595	0.0	0.03877	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0021	0.0	0.00388	0.0	0.00455	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.00239	0.00567	0.0	0.0	0.0	0.0	0.02374	0.004	0.0	0.06992	0.01439	0.0
k__Bacteria|p__Firmicutes|c__CFGB1347|o__OFGB1347|f__FGB1347|g__GGB3289|s__GGB3289_SGB4343	0.0	0.0	0.0	0.00356	0.0	0.0	0.0	0.00267	0.0	0.0	0.05132	0.23018	0.12148	0.12207	0.0	0.0	0.0	0.0	0.0	0.01379	0.0	0.01123	0.0	0.0	0.0	0.0	0.0	0.00873	0.02632	0.0	0.01302	0.0	0.0	0.0	0.0	0.0	0.0	0.00217	0.02235	0.0	0.05507	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_SGB15164	0.0	0.0	0.0	0.00347	0.0	0.0	0.0	0.00037	0.0	0.0	0.00245	0.02071	0.0196	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.00751	0.01618	0.0	0.0	0.0	0.0	0.0	0.0	0.0061	0.0	0.00838	0.00716	0.0	0.0	0.0	0.0552	0.04322	0.0	0.02226	0.0	0.00551	0.0
k__Bacteria|p__Tenericutes|c__CFGB1779|o__OFGB1779|f__FGB1779|g__GGB4717|s__GGB4717_SGB6533	0.0	0.0	0.0	0.00331	0.0121	0.0	0.0	0.0	0.0	0.0	0.0	0.02921	0.03023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03241	0.0	0.0	0.0	0.0	0.0	0.0	0.11972	0.00954	0.0	0.00173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9618|s__GGB9618_SGB15065	0.0	0.0	0.0	0.00271	0.0072	0.0	0.0	0.00082	0.0	0.0	0.0	0.07193	0.00491	0.0136	0.0	0.0	0.0	0.0	0.0	0.00508	0.0	0.0	0.00677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00384	0.00088	0.00023	0.00554	0.01396	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9719|s__GGB9719_SGB15272	0.0	0.0	0.0	0.00253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00494	0.0	0.0	0.00783	0.0	0.0	0.0	0.0	0.0212	0.0	0.0	0.0	0.01854	0.00416	0.0	0.0	0.03072	0.00426	0.01807	0.06141	0.0	0.02932	0.07578	0.01702	0.00656	0.0	0.0256	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus	0.0	0.0	0.0	0.00244	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.0067	0.0	0.0	0.0	0.0	0.0	0.03325	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3529|o__OFGB3529|f__FGB3529|g__GGB3570|s__GGB3570_SGB4777	0.0	0.0	0.0	0.00239	0.0	0.0	0.0	0.00864	0.0	0.11037	0.0	0.05559	0.0728	0.05491	0.0	0.0	0.0	0.00463	0.0	0.0	0.01355	0.00246	0.0	0.0	0.0	0.0	0.0	0.0107	0.0563	0.0	0.04643	0.0257	0.0	0.0	0.0	0.0	0.0	0.01647	0.02881	0.0	0.03795	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3593|s__GGB3593_SGB4817	0.0	0.0	0.0	0.00236	0.05545	0.0	0.0	0.05076	0.0	0.0	0.0	0.0	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.00289	0.01068	0.0	0.0	0.0	0.0	0.0	0.0	0.02076	0.05369	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0	0.00561	0.07092	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis	0.0	0.0	0.0	0.00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB34228|s__GGB34228_SGB53814	0.0	0.0	0.0	0.00169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00931	0.02516	0.00607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus|s__Duodenibacillus_massiliensis	0.0	0.0	0.0	0.00144	0.29357	0.0	0.0	0.00521	0.0	0.01531	0.48035	0.4023	0.07987	0.0	0.0	0.0	0.0	0.0	0.0	0.00199	0.0	0.63021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00509	0.0	0.0	0.0	0.0	0.00124	0.0	0.2134	0.0	0.0	0.04639	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01132	0.0	0.0	0.0	0.0	0.04935	0.0	0.0	0.0	0.05397	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_gabonensis	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.00411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00226	0.0	0.0	0.0	0.0	0.02111	0.00011	0.00305	0.0	0.00016	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__GGB9501|s__GGB9501_SGB14898	0.0	0.0	0.0	0.00119	0.0	0.0	0.0	0.01833	0.0	0.0	0.0	0.0172	0.03116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01574	0.0	0.0	0.0	0.00411	0.0	0.0	0.14996	0.01388	0.02543	0.03876	0.0	0.03973	0.00627	0.00069	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_NSJ_32	0.0	0.0	0.0	0.00093	0.0	0.0	0.0	0.0	0.0	0.0	0.00316	0.0	0.0	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00941	0.0	0.0	0.0	0.0	0.03096	0.00841	0.0	0.00208	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_gerencseriae	0.0	0.0	0.0	0.00086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9646|s__GGB9646_SGB15123	0.0	0.0	0.0	0.00086	0.0	0.0	0.0	0.00191	0.0	0.0	0.00702	0.01433	0.00757	0.00496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.00203	0.00236	0.0	0.0	0.0	0.02674	0.00698	0.0	0.0	0.0	0.01363	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB4196	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12156	0.0	0.14258	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.08798	0.0	0.6199	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15233	0.0	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0	0.0498	0.03803	0.03907	0.00421	0.20381	0.0	0.0	0.0	0.0	0.0	0.0	0.00211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03664	0.00603	0.01013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02168	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__GGB15850|s__GGB15850_SGB5785	0.0	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0378	0.0	0.0	0.0	0.0	0.0	0.0	0.00738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2889|o__OFGB2889|f__FGB2889|g__GGB9197|s__GGB9197_SGB14136	0.0	0.0	0.0	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27253	0.04031	0.02963	0.0	0.0	0.0	0.0	0.0	0.0	0.00191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00329	0.00111	0.02694	0.0	0.00201	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus|t__SGB5117	0.0	0.0	0.0	8.48785	2.15796	0.00866	17.59127	0.9562	1.54468	0.00374	1.32517	0.62028	4.2546	0.00271	0.0	0.0	0.0	0.0	0.00258	10.88508	3.51455	6.80622	0.41742	0.0	0.00104	0.00368	0.0	1.35239	4.56293	1.93082	2.5416	0.0	0.0	0.0	0.0	3.73037	0.76065	0.82592	9.50616	0.0	5.6315	0.0
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806|f__FGB4806|g__GGB51647|s__GGB51647_SGB4348|t__SGB4348	0.0	0.0	0.0	3.43725	0.29104	0.00112	0.40323	0.47041	0.0	0.90959	4.58732	0.31882	0.42213	1.87928	0.0	0.0	0.0	0.0	0.0	10.25158	2.39638	1.30696	0.80816	0.0	0.0	0.0	0.0	5.87236	3.64132	1.98972	0.08452	4.0997	0.0	0.0	0.0	0.01649	0.51148	0.43926	0.0	0.00415	0.94857	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus|t__SGB5818	0.0	0.0	0.0	3.12612	2.25509	0.0	0.0	2.93792	0.0	0.0	4.56258	2.11562	2.1248	1.31205	0.0	0.0	0.0	0.0	0.0	6.68626	3.65698	0.85514	0.0	0.0	0.0	0.0	0.0	1.45324	0.0	0.0	0.04452	0.0	0.0	0.0	0.0	0.0	1.15911	2.24874	2.0036	0.0	2.59956	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15326	0.0	0.0	0.0	1.90269	2.7385	0.0	0.0	5.2138	0.00696	0.0	0.14988	0.013	0.73942	0.00732	0.0	0.0	0.0	0.0	0.0	2.43263	0.68373	1.79827	0.02777	0.0	0.0	0.0	0.0	0.24528	0.331	0.0	0.35059	0.06575	0.0	0.0	0.0	0.0	1.52192	0.08697	0.4949	0.0	0.26533	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB4405|o__OFGB4405|f__FGB4405|g__GGB1266|s__GGB1266_SGB1699|t__SGB1699	0.0	0.0	0.0	1.8794	7.55187	0.0	0.00153	3.07144	0.0	0.0	0.38872	0.28892	0.06115	0.00139	0.0	0.0	0.0	0.0	0.0	1.48659	0.25311	4.58982	0.0	0.0	0.00109	0.0	0.0	0.29484	0.01251	0.0	0.31357	0.0	0.0	0.0	0.0	0.0	0.0	5.78742	0.0	0.5635	3.03925	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4815|t__SGB4815	0.0	0.0	0.0	1.86267	0.63671	0.0	0.08226	0.77542	0.07217	0.15284	0.1491	1.84183	1.19249	0.05205	0.0	0.0	0.0	0.01665	0.01097	0.18016	1.39123	0.10865	0.54359	0.0	0.0	0.0	0.1344	4.02791	2.37171	0.90177	1.20651	0.01468	0.0	0.0	0.0	0.50251	0.08214	0.16353	0.34892	0.12001	0.87245	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1148|s__GGB1148_SGB1475|t__SGB1475	0.0	0.0	0.0	1.86223	7.81043	0.0	0.00278	2.63154	0.0	0.0	1.11503	1.013	0.50408	0.0	0.0	0.0	0.0	0.0	0.00071	1.60563	0.05875	5.44402	0.0	0.0	0.0121	0.0	0.0	0.12977	0.01206	0.0	0.02768	0.0	0.0	0.0	0.0	0.0	0.0	12.10322	0.16123	0.0	2.83198	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium|t__SGB5058	0.0	0.0	0.0	1.49776	1.48448	0.0	0.0	3.21811	0.0	0.0	0.0	2.29307	3.26887	0.0	0.0	0.0	0.0	0.0	0.0	0.30266	0.0	0.09747	0.0	0.0	0.0	0.0	0.0	0.0	0.00951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03053	0.0
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9758|s__GGB9758_SGB15368|t__SGB15368	0.0	0.0	0.0	1.1015	0.04724	0.0	0.11066	0.01491	0.0	1.3729	0.0	0.3242	0.00677	0.41113	0.0	0.0	0.0	0.00084	0.0	0.0319	0.04959	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.03721	1.73331	0.0	0.0	0.0	0.0	0.0	3.46216	0.0	0.0	0.0	0.0	0.90058	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_porci|t__SGB6796	0.0	0.0	0.0	1.02536	1.1415	0.0	0.0	1.7525	0.0	0.0	0.72513	0.43318	2.63147	0.29989	0.0	0.0	0.0	1.39932	0.00063	1.64968	3.46877	0.37819	0.0	0.00313	0.0	0.00181	0.0	6.60105	1.64509	0.0	6.51374	1.39028	0.0	0.0	0.0	0.00028	1.65986	1.22051	1.96157	0.0	2.03799	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_celerecrescens|t__SGB4868	0.0	0.0	0.0	0.91414	0.35703	0.0	0.0	0.55311	0.0	0.22414	0.63554	0.4856	0.57408	0.0167	0.0	0.0	0.0	0.22828	0.09253	0.35224	1.44256	0.08733	0.0	0.0	0.0	0.0	1.36561	3.38481	4.38164	0.44514	2.47988	1.70301	0.0	0.0	0.0	0.97779	0.31971	0.34275	0.71998	0.02629	0.96199	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB15196|t__SGB15196	0.0	0.0	0.0	0.82356	0.05081	0.0	0.0	0.15225	0.0	0.09779	0.0	0.37497	0.62959	0.00029	0.0	0.0	0.0	0.0	0.0	0.00029	0.04293	0.00926	0.0	0.0	0.0	0.0	0.0	0.0	0.06222	0.04803	0.09184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08659	0.64588	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15317	0.0	0.0	0.0	0.65807	0.89129	0.0	0.0	1.23251	0.0	1.37557	0.0	0.00289	0.04664	0.21791	0.0	0.0	0.0	0.30323	0.0	0.00942	0.46528	0.32829	0.94988	0.0	0.0	0.0	0.0	0.13628	0.16548	0.14187	0.14536	0.0	0.0	0.0	0.0	0.21614	0.10473	0.44418	0.19119	0.0	0.0582	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Catenibacterium|s__Catenibacterium_SGB4425|t__SGB4425_group	0.0	0.0	0.0	0.64234	0.52391	0.0	0.0	0.8212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31409	0.0	1.07242	0.0	0.0	0.0	0.0	0.0	0.34204	0.0	0.11916	0.04824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21614	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum|t__SGB4811	0.0	0.0	0.0	0.60479	0.24712	0.0	0.11393	0.33213	0.08086	0.13778	0.06965	0.14376	0.09717	0.17271	0.0	0.0	0.0	0.53731	0.02403	0.20112	0.36451	0.18918	3.0716	0.00071	0.0	0.0	2.09247	4.19023	1.35269	0.07454	2.22335	0.94468	0.0	0.19298	0.0	0.35495	0.47382	0.19286	0.63802	0.51386	0.08142	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_Marseille_Q4149|t__SGB15091	0.0	0.0	0.0	0.52805	0.50704	0.0	0.0	0.53376	0.0	0.60349	0.01089	2.18019	2.85229	0.17871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38501	0.02078	0.24471	0.0	0.63591	0.0	0.0	0.0	0.0	0.0	0.08328	0.11776	0.02105	0.0	1.58058	0.0
k__Bacteria|p__Actinobacteria|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB34797|s__GGB34797_SGB14322|t__SGB14322	0.0	0.0	0.0	0.48276	0.29843	0.0	0.0	0.15563	0.0	0.0	0.0045	0.06263	0.20201	0.0	0.0	0.0	0.0	0.06915	1.94493	0.04712	0.05443	0.00623	0.0	0.0	0.0	0.0	0.0	0.18121	0.59525	0.0	0.55582	0.0	0.0	0.0	0.0	0.84923	0.47358	0.02625	0.08671	0.0	0.3616	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes|t__SGB4577	0.0	0.0	0.0	0.4489	0.36192	0.0	0.0	0.31215	0.0	0.33513	0.12448	0.1971	0.12082	0.55678	0.0	0.0	0.0	0.85426	0.09769	0.35491	0.25677	0.1324	0.0	0.0	0.0	0.0	1.56017	2.1489	0.81351	1.26057	0.28669	0.7681	0.0	0.0	0.0	0.07308	0.03702	0.18138	0.56392	0.10414	0.28532	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9713|s__GGB9713_SGB15249|t__SGB15249	0.0	0.0	0.0	0.41195	0.02458	0.0	0.14735	0.1053	0.0	0.07583	0.0	0.10152	0.07001	0.32269	0.0	0.0	0.0	0.0	0.0	0.01182	0.20748	0.11789	0.33414	0.0	0.0	0.0	0.04673	0.06785	0.06317	0.06327	0.59267	0.46196	0.0	0.0	0.0	0.76549	0.03919	0.00667	0.01853	0.09807	0.11074	0.0
k__Bacteria|p__Firmicutes|c__CFGB72924|o__OFGB72924|f__FGB72924|g__GGB3612|s__GGB3612_SGB4882|t__SGB4882	0.0	0.0	0.0	0.4007	1.48938	0.0	0.0	0.20083	0.0	0.0	0.0	0.06049	0.03227	0.0	0.0	0.0	0.0	0.0	0.0	0.00127	0.0	0.56174	0.0	0.0	0.0	0.0	0.0	0.0	0.01267	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.00616	0.0	0.03064	0.0	2.31727	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae|t__SGB6956	0.0	0.0	0.0	0.39928	0.02816	0.0	0.0	0.02086	0.0	0.0	0.01798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25527	0.05433	0.00416	0.0	0.0	0.0	0.0	0.0	0.0	0.01146	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4922	0.0	0.0	0.0	0.39181	0.13667	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28296	0.54868	0.02978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15379	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens|t__SGB14773	0.0	0.0	0.0	0.37786	0.17939	0.0	0.0	0.11083	0.0	0.26919	0.14766	0.07327	0.10493	0.1285	0.0	0.0	0.0	0.17163	0.0	0.1117	0.25022	0.04002	0.0	0.0	0.0	0.0	0.0	0.26177	0.2666	0.0	0.73446	0.01669	0.0	0.0	0.0	0.42158	0.01805	0.04067	0.17066	0.0	0.07336	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_SGB15266|t__SGB15266	0.0	0.0	0.0	0.36491	0.0	0.0	0.0	0.0	0.0	0.0	0.1942	0.213	0.83477	0.04431	0.0	0.0	0.0	0.0	0.0	0.43691	0.20272	0.17947	0.71017	0.0	0.0	0.0	0.0	0.02225	0.06572	0.0	0.70405	0.0	0.0	0.0	0.0	0.0	1.68699	1.04308	1.32379	0.0	0.10724	0.0
