clade_name	metaphlan_SRR13068812	metaphlan_SRR13068813	metaphlan_SRR13068814	metaphlan_SRR13068815	metaphlan_SRR13068816	metaphlan_SRR13068817	metaphlan_SRR13068818	metaphlan_SRR13068819	metaphlan_SRR13068820	metaphlan_SRR13068821	metaphlan_SRR13068822	metaphlan_SRR13068823	metaphlan_SRR13068824	metaphlan_SRR13068825	metaphlan_SRR13068826	metaphlan_SRR13068827	metaphlan_SRR13068828	metaphlan_SRR13068829	metaphlan_SRR13068830	metaphlan_SRR13068831	metaphlan_SRR13068832	metaphlan_SRR13068833	metaphlan_SRR13068834	metaphlan_SRR13068835	metaphlan_SRR13068836	metaphlan_SRR13068837	metaphlan_SRR13068838	metaphlan_SRR13068839	metaphlan_SRR13068840	metaphlan_SRR13068841	metaphlan_SRR13068842	metaphlan_SRR13068843	metaphlan_SRR13068844	metaphlan_SRR13068845	metaphlan_SRR13068846	metaphlan_SRR13068847	metaphlan_SRR13068848	metaphlan_SRR13068849	metaphlan_SRR13068850	metaphlan_SRR13068851	metaphlan_SRR13068852	metaphlan_SRR13068853
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis|t__SGB8059_group	0.0	0.0	0.0	0.31198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04509	0.01189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.12475	0.0	0.0	0.0139	0.02619	0.03794	0.0551	0.06666	0.0	0.0	0.07275	0.00509	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15234|t__SGB15234	0.0	0.0	0.0	0.30695	0.05721	0.0	0.0	0.37612	0.0	0.19935	0.40929	0.00358	0.71162	1.3924	0.0	0.02382	0.0	0.0	0.0	0.03373	0.07746	0.09618	0.0	0.0	0.0	0.0	0.00344	0.02536	0.0341	0.07568	0.78536	0.09358	0.0	0.0	0.0	0.17309	0.0344	0.09552	0.92679	0.02993	0.02263	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__SGB4670	0.0	0.0	0.0	0.27469	0.05006	0.0	0.0	0.08005	0.0	0.37354	0.0	0.15394	0.04682	0.25455	0.0	0.0	0.0	0.26731	0.10961	0.08272	0.63418	0.05116	0.3008	0.0	0.0	0.0	0.0	0.3585	0.50812	0.05818	0.27142	0.0	0.0	0.0	0.0	0.2582	0.0	0.0	0.0	0.16992	0.15603	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9635|s__GGB9635_SGB15106|t__SGB15106	0.0	0.0	0.0	0.27091	0.08212	0.0	0.0	0.54272	0.0	1.04082	0.21194	1.70718	0.39454	1.6931	0.0	0.0	0.0	0.0	0.0	0.01692	0.01725	0.02713	0.0	0.0	0.0	0.0	0.0518	0.06374	0.40439	0.02556	1.34499	0.07111	0.0	0.0	0.0	0.0	0.13724	0.00739	0.97221	0.35251	0.26126	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM49_4BH|t__SGB4652	0.0	0.0	0.0	0.26785	2.2934	0.0	0.56588	1.58107	0.02851	0.02899	0.01176	0.00688	0.01083	0.0	0.0	0.27236	0.0	0.0	0.20195	0.39731	0.00911	0.17709	0.0	0.0	0.0	0.0	0.0	0.48775	0.00196	0.24082	0.07006	0.0	0.0	0.0	0.0	1.55665	0.69585	0.42351	0.44719	0.0	0.01726	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF24_7LB|t__SGB4571	0.0	0.0	0.0	0.25849	0.18089	0.0	0.0	0.20364	0.0	0.20197	0.21807	0.04152	0.02234	0.01828	0.0	0.0	0.0	0.12879	0.00916	0.12189	0.31447	0.00948	0.0	0.0	0.0	0.0	0.28052	0.80629	0.38539	0.13568	1.04125	0.0	0.0	0.0	0.0	0.0	0.10686	0.09906	0.2346	0.28938	0.01774	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608|s__GGB9608_SGB15041|t__SGB15041	0.0	0.0	0.0	0.19259	0.02238	0.0	0.0	0.12668	0.0	0.20332	0.0	0.31612	0.28569	0.36535	0.0	0.0	0.0	0.0	0.0	0.08057	0.19835	0.00643	0.0	0.0	0.0	0.0	0.0	0.0	0.09388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08701	0.22599	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_SGB5077|t__SGB5077	0.0	0.0	0.0	0.17722	0.11655	0.0	0.0	1.01542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis|t__SGB6935	0.0	0.0	0.0	0.16265	0.00681	0.0	0.0	0.0	0.0	0.0	0.0126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis|t__SGB2296	0.0	0.0	0.0	0.15893	0.05008	0.0	0.0	0.06635	0.0	0.01172	0.04014	0.0079	0.13857	0.1938	0.0	0.0	0.0	0.0	0.0	0.07112	0.00955	0.00734	0.0	0.0	0.0	0.0	0.0	0.00179	0.00043	0.0	0.03034	0.0	0.0	0.0	0.0	0.0	0.05313	0.00451	0.00418	0.00107	0.05225	0.0
k__Bacteria|p__Firmicutes|c__CFGB540|o__OFGB540|f__FGB540|g__GGB79998|s__GGB79998_SGB48024|t__SGB48024	0.0	0.0	0.0	0.15794	0.05772	0.0	0.0	0.05734	0.0	0.0	0.16707	0.03418	0.00803	0.0	0.0	0.0	0.0	0.0	0.0	0.22493	0.0	0.03757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00726	0.03871	0.00313	0.0	0.22371	0.0
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989|g__GGB9712|s__GGB9712_SGB15244|t__SGB15244	0.0	0.0	0.0	0.14774	0.0128	0.0	0.0	0.06619	0.0	0.02271	0.26067	0.36164	0.71787	0.45433	0.0	0.0	0.0	0.00284	0.0	0.05227	0.06273	0.0	0.0	0.0	0.0	0.0	0.0	0.02139	0.14913	0.04337	0.13987	0.85035	0.0	0.0	0.0	0.0	0.22586	0.00918	0.12864	0.03245	0.1783	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4|t__SGB15254	0.0	0.0	0.0	0.14371	0.61407	0.0	0.13791	0.12576	0.0	1.00904	1.57547	0.1448	0.25234	0.52882	0.0	0.0	0.0	0.22848	0.0	0.24963	0.43725	0.08535	0.0	0.0	0.0	0.0	0.31947	0.14355	0.04337	0.14663	0.14331	2.31268	0.0	0.0	0.0	0.0	0.96549	0.25383	0.16506	0.33335	0.1459	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__GGB9747|s__GGB9747_SGB15356|t__SGB15356	0.0	0.0	0.0	0.13766	0.01094	0.0	0.0	0.11508	0.0	0.10154	0.0	0.16596	0.23432	1.29265	0.0	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.01249	0.07118	0.01161	1.00237	0.53923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0284	0.06616	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM22_11AC|t__SGB4749	0.0	0.0	0.0	0.1239	0.071	0.0	0.08202	0.03855	0.0	0.01777	0.34119	0.02225	0.00257	0.00174	0.0	0.0	0.0	0.77549	1.00287	0.22114	0.03086	0.10443	0.06621	0.0	0.0	0.0	0.02595	0.0	0.0	0.00056	0.0	0.02453	0.0	0.0	0.0	0.02146	0.04619	0.29177	0.01218	0.31773	0.0841	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15093|t__SGB15093	0.0	0.0	0.0	0.12306	0.00319	0.0	0.0	0.01173	0.0	0.12068	0.01129	0.00933	0.99542	0.07232	0.0	0.0	0.0	0.0	0.0	0.01029	0.04583	0.13984	0.0	0.0	0.0	0.0	0.0	0.15679	0.00046	0.7837	0.01469	1.19867	0.00764	4.50674	0.36112	0.0	0.23378	0.01304	0.1548	0.01161	0.05309	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Senegalimassilia|s__Senegalimassilia_anaerobia|t__SGB14824_group	0.0	0.0	0.0	0.12023	0.11014	0.0	0.0	0.04255	0.0	0.06209	0.0	0.03576	0.05752	0.14787	0.0	0.0	0.0	0.24032	0.0	0.062	0.23243	0.01695	0.18197	0.0	0.0	0.0	0.18402	0.52173	0.2651	0.08966	1.01372	0.25927	0.0	0.0	0.0	0.20461	0.04485	0.09478	0.26451	0.03667	0.09222	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_coprocola|t__SGB15089	0.0	0.0	0.0	0.11888	0.08076	0.0	0.45673	0.03027	0.25031	0.00525	0.01283	0.01776	0.0	0.01898	0.0	0.0	0.0	0.11873	0.0	0.05275	0.16604	0.11016	0.68994	0.0	0.0	0.0	0.00538	0.1207	0.45277	0.09725	1.18425	0.61705	0.0	0.0	0.0	0.98748	0.41447	0.10815	0.04079	0.01447	0.01958	0.0
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9760|s__GGB9760_SGB15373|t__SGB15373	0.0	0.0	0.0	0.11612	0.00895	0.0	0.04477	0.02676	0.0	0.03778	0.00505	0.0	0.03278	0.01225	0.0	0.0	0.0	0.08019	0.0	0.03206	0.07397	0.00164	0.22991	0.0	0.0	0.0	0.0	0.30785	0.0	0.01687	0.0	0.06848	0.0	0.0	0.0	0.08602	0.04009	0.00268	0.02214	0.02491	0.00362	0.0
k__Bacteria|p__Firmicutes|c__CFGB2949|o__OFGB2949|f__FGB2949|g__GGB9290|s__GGB9290_SGB14247|t__SGB14247	0.0	0.0	0.0	0.10925	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.12797	0.03821	0.22469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02926	0.0	0.0	0.0	0.0	0.0	0.0	0.21951	0.04574	1.49138	0.0	0.0	0.0	0.0	0.0	0.25908	0.00364	0.20756	0.08043	0.17211	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9636|s__GGB9636_SGB15107|t__SGB15107	0.0	0.0	0.0	0.10706	0.0	0.0	0.0	0.10478	0.0	0.02945	0.0	1.60498	0.53854	1.29544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02281	0.08902	0.0	0.47776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01414	0.05385	0.0
k__Bacteria|p__Firmicutes|c__CFGB29420|o__OFGB29420|f__FGB29420|g__GGB3733|s__GGB3733_SGB5066|t__SGB5066	0.0	0.0	0.0	0.10395	0.0	0.0	0.0	0.0	0.0	0.0	0.02064	0.51216	3.40285	0.0	0.0	0.0	0.0	0.0	0.0	0.64588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01301	0.0	0.0	0.02898	0.0	0.0	0.0	0.0	0.0	0.1617	0.71021	0.80199	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB13727|s__GGB13727_SGB8655|t__SGB8655	0.0	0.0	0.0	0.10277	0.15516	0.0	0.0	0.32703	0.0	0.0	0.0	0.18337	0.06057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00982	1.25719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06856	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum|t__SGB9631	0.0	0.0	0.0	0.09888	0.02526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis|t__SGB8168	0.0	0.0	0.0	0.09735	0.0	0.0	0.0	0.00484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00927	0.00154	0.00211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01104	0.0	0.01712	0.0	0.0	0.09947	0.0	0.0366	0.0	0.0	0.01065	0.0	0.00345	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15299|t__SGB15299	0.0	0.0	0.0	0.08179	0.21638	0.0	0.0	0.15439	0.0	0.07976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15097|t__SGB15097	0.0	0.0	0.0	0.07601	0.0	0.0	0.0	0.0	0.0	0.0	0.04551	0.13866	0.21525	0.01486	0.0	0.0	0.0	0.0	0.0	0.01444	0.0	0.09268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01533	0.0	0.0	0.0	0.0	0.0	0.0	0.01873	0.10064	0.0	0.06631	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9559|s__GGB9559_SGB69175|t__SGB69175	0.0	0.0	0.0	0.07312	0.05842	0.0	0.0	0.01592	0.0	0.0	0.01118	0.04794	0.0312	0.0	0.0	0.0	0.0	0.0	0.0	0.03626	0.14478	0.00286	0.0	0.0	0.0	0.0	0.0	0.38719	0.19145	0.0	0.09424	0.0	0.0	0.0	0.0	0.0	0.03327	0.0	0.03361	0.0	0.04953	0.0
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503|f__FGB45503|g__GGB9790|s__GGB9790_SGB15413|t__SGB15413	0.0	0.0	0.0	0.07226	0.00576	0.0	0.0	0.04231	0.0	0.0	0.0	0.22624	0.35983	0.17831	0.0	0.0	0.0	0.0	0.0	0.00429	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2938	0.0	0.28289	0.0	0.0	0.0	0.0	0.0	0.0	0.00633	0.0	0.0	0.17785	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_schinkii|t__SGB4825	0.0	0.0	0.0	0.07049	0.0215	0.0	0.0	0.03507	0.0	0.0	0.0	0.00713	0.03096	0.0	0.0	0.0	0.0	0.0	0.0	0.01354	0.11631	0.00113	0.0	0.0	0.0	0.0	0.16734	0.24762	0.21453	0.0	0.27955	0.0	0.0	0.0	0.0	0.0	0.00692	0.0204	0.07151	0.0	0.02237	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OF09_6|t__SGB4966	0.0	0.0	0.0	0.06851	0.05316	0.0	0.0	0.05648	0.0	0.00292	0.0	0.0591	0.06544	0.03291	0.0	0.0	0.0	0.0496	0.0	0.01443	0.06685	0.02455	0.0	0.0	0.0	0.0	0.0	0.16941	0.05814	0.02333	0.11755	0.0	0.0	0.0	0.0	0.0	0.0	0.01464	0.00593	0.0	0.19249	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB2982|s__GGB2982_SGB3964|t__SGB3964	0.0	0.0	0.0	0.06444	0.0607	0.0	0.0	0.10396	0.0	0.0	0.0	0.08257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06616	0.00443	0.0	0.0	0.0	0.0	0.0	0.0	0.09464	0.0	0.13381	0.21604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF16_48|t__SGB5042	0.0	0.0	0.0	0.06373	0.02346	0.0	0.0	0.111	0.0	0.02962	0.0	0.0	0.36666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10604	0.10921	0.0	0.01827	0.0	0.0	0.0	0.00992	0.0	0.0	0.0	0.00253	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3653|s__GGB3653_SGB4964|t__SGB4964	0.0	0.0	0.0	0.06232	0.06152	0.0	0.0	0.03462	0.0	0.09579	0.15574	0.29644	0.51451	0.12593	0.0	0.33112	0.02851	0.10585	0.0	0.02905	0.02449	0.0	0.0	0.0	0.0	0.0	0.07835	0.24951	1.45751	0.22562	0.90442	0.33552	0.0	0.00343	0.0	1.28029	0.89203	0.08735	1.03076	0.7711	1.60681	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_SGB72492|t__SGB72492	0.0	0.0	0.0	0.05927	0.0	0.0	0.0	0.11081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02978	0.07042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00607	0.0	0.0	0.0	0.0	0.0	0.0	0.00547	0.02514	0.10184	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9786|s__GGB9786_SGB15409|t__SGB15409	0.0	0.0	0.0	0.05141	0.0	0.0	0.0	0.02011	0.0	0.0	0.0	0.1589	0.00202	0.00738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00839	0.15383	0.0	0.12876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00927	0.14358	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium|t__SGB3958	0.0	0.0	0.0	0.04907	0.0	0.0	0.0	0.01055	0.0	0.01238	0.0	0.00425	0.00904	0.0453	0.0	0.0	0.0	0.48618	0.0	0.00155	0.05716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04889	0.10311	0.02046	0.06468	0.0	0.0	0.0	0.0	0.0	0.04108	0.06938	0.0189	0.00364	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium_Marseille_Q3528|t__SGB4778	0.0	0.0	0.0	0.04903	0.02212	0.0	0.0	0.05139	0.0	0.04076	0.00413	0.01557	0.0115	0.01509	0.0	0.0	0.0	0.0333	0.0	0.0151	0.0321	0.00301	0.0	0.0	0.0	0.0	0.0	0.02587	0.02952	0.02904	0.01239	0.00803	0.0	0.0	0.0	0.05903	0.03634	0.01652	0.0289	0.01957	0.03655	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33469|s__GGB33469_SGB15236|t__SGB15236	0.0	0.0	0.0	0.04847	0.0023	0.0	0.0	0.03359	0.0	0.00705	0.00397	0.097	1.24338	0.29977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00317	0.0	0.0	0.0	0.0	0.00468	0.0	0.0	0.00881	0.0049	0.00931	0.0	0.0	0.0	0.15034	0.03206	0.00718	0.03539	0.09965	0.07918	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9602|s__GGB9602_SGB15031|t__SGB15031	0.0	0.0	0.0	0.04559	0.00244	0.0	0.0	0.12996	0.0	0.04901	0.0	0.25179	0.20012	0.06823	0.0	0.0	0.0	0.0	0.0	0.0	0.31879	0.06132	0.0	0.0	0.0	0.0	0.0	0.0	0.17286	0.00503	0.25141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11127	0.14092	0.0096	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae|t__SGB4831	0.0	0.0	0.0	0.04544	0.02415	0.0	0.0	0.06066	0.0	0.05462	0.0	0.14971	0.10647	0.15594	0.0	0.0	0.0	0.00197	0.0	0.0	0.07325	0.00076	0.26549	0.0	0.0	0.0	0.0	0.11014	0.16644	0.07806	0.02743	0.0	0.0	0.0	0.0	0.13174	0.0	0.00581	0.0	0.21321	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF36_15AT|t__SGB4552	0.0	0.0	0.0	0.04468	0.11028	0.0	0.0	0.09911	0.0	0.15298	0.27256	0.09602	0.04919	0.08281	0.0	0.0	0.0	1.47781	0.0	0.14888	0.23701	0.04295	0.0	0.0	0.0	0.0	0.21955	0.25316	0.80074	0.13469	0.7329	0.53979	0.0	0.0	0.0	0.18185	0.14713	0.04593	0.17217	0.1113	0.17258	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9707|s__GGB9707_SGB15229|t__SGB15229	0.0	0.0	0.0	0.04199	0.04428	0.0	0.0	0.05632	0.0	0.00809	0.07821	0.01831	0.01356	0.12724	0.0	0.0	0.0	0.0	0.0	0.01562	0.00968	0.02089	0.0	0.0	0.0	0.0	0.05958	0.00426	0.01078	0.01705	0.00322	0.17188	0.0	0.0	0.0	0.0	0.0817	0.00725	0.01409	0.04358	0.09322	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_faecalis|t__SGB1782	0.0	0.0	0.0	0.04199	0.01722	0.0	0.0	0.02037	0.0	0.0	0.22713	0.01478	0.01149	0.0	0.0	0.0	0.0	0.0	0.0	0.03011	0.0	0.00672	0.0	0.0	0.0	0.0	0.0	0.01174	0.0	0.0	0.03308	0.0	0.0	0.0	0.0	0.0	0.05133	0.0	0.0	0.02711	0.07831	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_amygdalina|t__SGB4716	0.0	0.0	0.0	0.04197	0.09897	0.02576	0.07973	0.05539	0.00473	0.03863	0.42995	0.0	0.0	0.01419	0.0	0.0	0.0	0.00673	0.14749	0.03728	0.02652	0.16075	0.13128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.01801	0.39932	0.01842	0.15117	0.05666	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4909|t__SGB4909	0.0	0.0	0.0	0.03934	0.02862	0.0	0.0	0.0	0.0	0.00148	0.0793	0.21131	0.22025	0.0	0.0	0.0	0.0	0.0	0.0	1.64773	0.0	2.94331	0.01919	0.0	0.0	0.0	0.0	0.15095	0.3818	0.0	0.14395	0.13906	0.0	0.0	0.0	0.0	0.00543	0.0	0.0	0.0	0.13495	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii|t__SGB1862	0.0	0.0	0.0	0.03875	0.21625	0.0	0.0	0.14092	0.0	0.19238	0.0582	0.05286	0.07491	0.0	0.0	0.0	0.0	0.00185	0.07681	0.00013	0.01496	0.11177	0.0	0.0	0.0	0.0	0.0	0.21802	0.00685	0.0	0.07556	0.01295	0.24441	0.0	0.0	0.0	0.00579	0.05201	0.01042	0.0	0.14671	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_vaginalis|t__SGB7098	0.0	0.0	0.0	0.03814	0.36527	0.0	0.0	1.01541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4602|s__GGB4602_SGB6365|t__SGB6365	0.0	0.0	0.0	0.03812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01151	0.00471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01217	0.0	0.0	0.0	0.0	0.0	0.0	0.00935	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis|t__SGB6754	0.0	0.0	0.0	0.03531	0.0566	0.0	0.0	0.05413	0.0	0.03401	0.1158	0.02878	0.03422	0.01991	0.0	0.0	0.0	0.02377	0.0	0.05419	0.06973	0.01826	0.0	0.0	0.0	0.0	0.0	0.53968	0.3275	0.0	0.37859	0.0	0.0	0.0	0.0	0.0	0.28757	0.02881	0.1272	0.0	0.02727	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9627|s__GGB9627_SGB15081|t__SGB15081	0.0	0.0	0.0	0.0335	0.15295	0.0	0.0	0.01209	0.0	0.09081	0.0	0.0	0.0	0.00101	0.0	0.0	0.0	0.01468	0.0	0.0	0.06393	0.00706	0.0	0.0	0.0	0.0	0.0	0.03695	0.00577	0.14018	0.0	0.49488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18396	0.01141	0.0
