#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	metaphlan_SRR6000869	metaphlan_SRR6000870	metaphlan_SRR6000871	metaphlan_SRR6000873	metaphlan_SRR6000874	metaphlan_SRR6000877	metaphlan_SRR6000878	metaphlan_SRR6000890	metaphlan_SRR6000891	metaphlan_SRR6000892	metaphlan_SRR6000893	metaphlan_SRR6000894	metaphlan_SRR6000895	metaphlan_SRR6000896	metaphlan_SRR6000899	metaphlan_SRR6000900	metaphlan_SRR6000901	metaphlan_SRR6000902	metaphlan_SRR6000903	metaphlan_SRR6000905	metaphlan_SRR6000906	metaphlan_SRR6000907	metaphlan_SRR6000908	metaphlan_SRR6000909	metaphlan_SRR6000910	metaphlan_SRR6000911	metaphlan_SRR6000912	metaphlan_SRR6000920	metaphlan_SRR6000921	metaphlan_SRR6000931	metaphlan_SRR6000932	metaphlan_SRR6000940	metaphlan_SRR6000942	metaphlan_SRR6000944	metaphlan_SRR6000945	metaphlan_SRR6000946	metaphlan_SRR6000947	metaphlan_SRR6000949
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza	2.08306	0.56864	0.0	0.0	1.54191	0.0	0.0	0.37286	0.0	0.0	0.13096	0.00257	1.04626	0.0	0.0541	0.0	0.0	0.14061	0.00036	0.74798	0.36539	0.0765	3.56518	0.0	0.0	0.0129	0.11006	0.0	1.26664	0.77131	0.04734	0.0	0.0	2.21981	0.15649	0.0	0.51077	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15234	1.8171	0.85822	0.0	0.55774	0.0	0.0	0.0	0.0	0.40756	0.0	0.6984	0.0	0.00209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61707	0.01168	0.0	0.16854	0.0	0.0	0.0	0.0	0.0153	1.08951	0.93221	0.0	0.0	0.30647	0.0	0.0	0.18251	0.16337
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF36_4	1.77439	0.23845	0.0	0.14436	0.05192	0.0	0.27252	0.0	0.0	0.13584	0.26477	0.03796	0.24256	0.0	0.0	0.0	0.0	0.17209	0.0	0.0	0.38299	0.0	0.0	0.0	0.0	0.0	0.0	0.0248	0.14809	0.2734	0.28316	0.06303	0.0	0.71806	0.0	0.03455	0.59896	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	1.59304	0.15036	0.18129	0.41828	1.50481	0.0	0.25984	1.69773	0.11485	0.47975	0.66798	0.73109	0.13501	0.36671	1.32358	0.0	0.51953	0.79372	9.37367	1.09519	0.1582	0.00097	0.0	5.17862	1.80116	0.74755	0.13957	0.0946	0.04872	0.19393	0.18179	2.12866	0.0	0.23042	0.01127	0.20005	1.38578	0.70499
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Candidatus_Cibionibacter|s__Candidatus_Cibionibacter_quicibialis	1.49812	0.19749	0.0	0.0	0.06606	0.0	0.56711	0.66913	0.02768	0.0	0.7903	0.0	0.0417	0.0	0.0	0.0	0.0	0.83043	0.0	0.03091	1.48259	0.06251	0.0	0.0	0.49247	0.64155	0.4471	0.53593	0.01226	0.25721	0.3013	0.0	0.0	0.02628	0.0	0.472	0.09514	0.33636
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB3278|s__GGB3278_SGB4328	1.26444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26625	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_eligens	1.25654	0.35104	0.0	0.26772	0.67539	0.0	0.0	1.49206	0.13584	0.0	2.0077	0.1025	0.94944	0.0	0.00705	0.0	0.0	0.20374	0.0	0.0	0.41168	0.05683	3.88018	0.22361	0.0	0.0	0.19134	0.18052	2.64581	0.36694	0.0897	0.0384	0.0	1.73606	0.0	0.0	1.21857	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	1.22345	1.47723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31371	0.0	0.2132	0.0	0.0	0.0	0.0	0.37071	0.0	0.0	0.0	0.0	0.0	0.27414	0.0	2.10062	0.0	0.53413	0.0	0.0	1.92658	0.0	0.04975	0.0	0.93454	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	1.20273	0.32171	0.0	1.5049	0.0	0.38009	0.25975	0.0	0.39278	2.35764	0.18909	0.89508	0.09563	0.0	1.07715	0.0	0.0	3.58904	0.0	1.73118	0.83586	0.02582	0.6136	0.59916	0.0	0.43567	0.0	4.85947	0.92063	0.3951	0.17045	7.09176	0.0	1.09499	0.0	0.20503	0.3442	1.96852
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_1001270H_150608_G6	1.15552	1.22436	0.0	0.73859	0.0	0.0	0.0	0.0	0.0	0.0	0.04651	0.42052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.60538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	1.10426	0.0	0.0	0.0	0.0	14.70698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84152	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_sp_BIOML_A40	1.10158	0.39234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36206	0.0	0.0	0.0	0.0	1.0177	0.02307	0.0	0.0	0.0	0.17181	0.0	0.0	0.84312	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_AF02_12	1.05816	0.00275	0.0	0.0	0.0	0.0	0.0	0.0362	0.0	0.0	0.0	0.01963	0.0	0.0	0.0	0.0	0.00234	0.54471	0.0	0.07402	0.32618	0.0	0.60634	0.0	0.00287	1.14096	0.01024	0.0	0.0	0.00585	1.81096	0.0	0.0	0.12624	0.0	0.1327	0.03525	0.41672
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_callidus	1.03007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61332
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Eubacterium_siraeum	1.02081	2.37661	0.0	0.06952	0.0	0.0	0.0	0.01315	1.40619	0.03231	2.73131	0.24456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02104	0.03654	5.38574	0.07969	0.0	0.0	0.0	0.0	0.72613	3.09436	0.0	0.0	2.29606	0.0	0.0	0.0	0.37211	0.20431
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0.76477	0.69741	0.0	0.3109	1.47489	0.01252	0.0	0.0	0.0	0.0	0.0	0.16991	0.42922	0.0	3.06719	0.0	0.4268	0.04507	0.0	1.9473	0.09552	0.0	0.0	0.0	0.89316	0.33838	0.13426	0.18841	0.33227	0.924	0.0	0.0	0.0	0.07132	0.0	0.0	0.36404	0.48068
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_SGB9260	0.75247	0.00323	0.0	0.0	0.0	1.58067	0.0	0.0	0.6539	0.0	0.0	0.0	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	1.22473	0.0693	0.02357	0.0	0.0	0.0	0.0	0.0	0.01139	0.0	0.00615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9062|s__GGB9062_SGB13981	0.73347	0.03848	0.0	0.0	0.0	0.0	0.0	0.00541	0.0	0.00039	0.08448	0.02101	0.00357	0.0	0.0	0.0	0.0	0.02989	0.0	0.0	0.00949	0.0	0.0	0.00994	0.0	0.00164	0.0	0.0	0.02931	0.05002	0.16745	0.00094	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699|s__GGB9699_SGB15216	0.66736	0.09116	0.0	0.0	0.0	0.0	0.0	0.13955	0.07937	0.0	0.06512	0.0	0.00331	0.0	0.0	0.0	0.21496	0.93769	0.0	0.0	0.99559	0.01681	0.0	0.10319	0.0	0.02253	0.0	0.0	0.71871	0.12035	0.20241	0.0	0.0	0.1107	0.0	0.0	0.37285	0.1139
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB33512|s__GGB33512_SGB15201	0.64446	0.0	0.0	0.04766	0.0	0.0	0.0	0.0	0.0	0.25622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.00289	0.0	0.00329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68461	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium	0.6032	0.30984	0.0	0.22681	0.5062	0.30717	0.0	1.00901	0.21779	0.4131	0.49357	0.51297	0.13276	0.13716	0.17214	0.00269	0.53301	0.64412	0.0	0.06124	0.43008	4.09237	0.83863	0.35456	0.52335	0.27796	0.0	0.54354	0.1781	0.3944	1.31362	0.17369	0.01949	0.39508	0.0	0.04263	0.2595	0.83175
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_celerecrescens	0.58131	0.02631	0.18334	0.0	0.41804	0.0	0.0	0.16637	0.06841	0.0	0.96175	0.0	0.00392	0.0	0.0585	0.0	0.06863	0.17365	0.0	0.0	0.07881	1.67537	0.0	1.25669	0.0	0.10511	0.056	0.04975	0.1084	0.03789	0.0	0.0	0.0	0.03483	0.0	0.0	0.05848	0.07515
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0.56813	0.03001	0.0	0.0	0.74711	0.0	0.62123	0.05718	0.0	1.34211	0.89427	0.01778	0.56226	0.0	2.0307	0.0	0.25321	0.67917	0.0	1.34064	0.24542	0.41884	2.28497	1.91838	0.76707	0.01891	0.05438	0.02345	0.43806	0.04307	0.58566	0.04927	0.19693	0.33053	0.09717	0.269	0.71494	1.09789
k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918|g__GGB9240|s__GGB9240_SGB14182	0.53972	0.01775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0375	0.0	0.0	0.63201	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.52767	0.12096	0.0	0.08312	1.56801	0.0	0.07361	1.18808	0.0	0.0	0.01305	0.0	0.13051	0.31869	0.23746	0.0	0.00081	0.12183	0.0	0.09901	0.0	0.10913	0.0	0.36789	0.0	0.00132	0.66905	0.00666	0.02075	0.1413	0.31385	0.0	0.24805	0.13301	2.35716	0.03612	0.085	0.12245
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0.49557	0.0	0.0	0.0	0.0	0.0	0.0	0.28023	0.0	0.0	0.0	0.0	0.0	0.10995	0.0	0.0	2.84341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42874	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.38189	0.13292	0.0	0.41872	0.56292	0.0	0.10692	0.06281	0.0	0.0	0.0	0.0	0.04729	0.0	0.06254	1.13828	1.52527	0.0	10.76989	0.0747	0.2121	0.00761	0.0	0.0	0.30675	0.18593	0.00655	0.56092	0.0	0.16955	0.0	0.0	0.0	0.0	0.0	0.03165	0.00322	0.495
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0.36313	0.00822	0.0	0.01829	0.47325	0.0	0.0	0.0	0.0	0.0105	0.14757	0.0	0.35108	1.45684	0.0	0.0	2.05351	0.0	0.0	0.55381	0.06091	0.00714	0.0	0.0	1.18059	0.0355	0.0	0.0	0.0	0.01492	0.13871	0.0	1.12938	0.55513	4.54843	0.0	0.0336	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_caecimuris	0.35373	0.0	0.03691	0.0	0.00296	0.0026	0.0	0.04514	0.0	0.44334	0.01714	0.19245	0.0	0.0	0.0	0.24622	0.37692	0.08432	0.0	0.0	0.0	0.0	0.2248	0.01656	0.0	0.02353	0.0	0.00142	0.0	0.0	0.01786	0.21742	0.03899	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0.32983	0.08486	0.0	0.69256	0.0	12.66135	0.0	5.57283	0.06531	0.0	0.08029	1.42162	3.08359	0.0	1.4503	0.0	0.0	3.14285	0.0	0.57244	0.19981	0.72665	0.0	0.0	0.0	0.07477	8.23443	0.0	0.50452	0.10757	0.52634	0.0	0.0	2.62852	27.98306	0.45056	0.33321	0.1755
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Negativibacillus|s__Negativibacillus_massiliensis	0.32506	0.0	0.0	0.41438	0.0	0.0	0.29614	0.0	0.0	0.08848	0.1026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02543	0.0	0.34454	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_13	0.28374	0.0	0.0	0.0	0.0	0.0	0.0	0.53061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_KLE1615	0.26137	0.1974	0.0	0.0	0.22875	0.0	0.10105	0.07594	0.51131	0.0	0.43661	0.03337	0.05945	0.0	0.01614	0.0	0.00013	0.21911	0.0	0.07782	0.07855	1.15325	0.0495	0.04041	0.0	0.0361	0.05513	0.0	0.11786	0.26417	0.04044	0.0	0.0	0.04887	0.0	0.03489	0.1304	0.0691
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9760|s__GGB9760_SGB15373	0.24122	0.05052	0.0	0.0	0.0	0.0	0.0	0.0	0.18082	0.15006	0.15531	0.0	0.00417	0.0	0.06996	0.0	0.0	0.0	0.0	0.03484	0.61514	0.53278	0.0	0.0	0.0	0.064	0.00958	0.0	0.12487	0.07345	0.0	0.0	0.0	0.0	0.0	0.04443	0.04683	0.10028
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis	0.2285	0.25432	0.06285	0.47063	0.13095	0.35241	0.0495	0.14193	0.31866	0.15623	0.03832	0.08577	0.02001	0.35675	1.20045	0.21593	0.22054	0.54343	0.07085	0.50402	0.34596	0.00812	0.36465	0.14668	0.36952	0.18114	0.71397	0.93259	0.10162	0.0782	1.0382	0.39348	1.27105	0.14081	0.0	0.63087	0.28317	0.49938
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	0.21504	0.00899	0.0	0.02812	0.00342	0.75066	0.12359	0.0	0.0	0.00589	0.0	0.02638	0.27862	0.0825	0.00155	0.85721	0.00106	0.0	0.95119	0.00975	0.0	0.18661	0.09344	0.0	0.0	0.00034	0.16085	0.0	0.0	0.01102	0.05026	0.00043	0.43994	0.0	0.03041	0.00889	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	0.21302	0.08371	0.0	0.08804	0.0	0.0	0.72849	0.2559	0.35251	0.06668	0.00865	0.46793	0.16646	0.0	0.27436	0.0	0.90918	0.0	0.0	0.22043	0.00884	4.19671	0.0	0.16023	0.31222	0.36999	0.0	1.69686	0.0	0.07643	0.39198	0.0	0.0	0.11197	0.59851	0.31919	0.03067	0.00045
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus|s__Monoglobus_pectinilyticus	0.19655	0.0	0.0	0.08859	0.07318	0.0	0.0	0.90006	0.0	0.18063	0.0	0.0	0.0	0.0	1.20158	0.0	0.08967	0.0	0.0	0.21873	0.0	0.4103	0.0	0.0	0.0	0.0003	0.0	0.01358	0.0	0.0	0.0	0.0	0.02278	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus|s__Coprobacillus_SGB6753	0.18353	0.0	0.0	0.0	0.85641	0.0	0.0	0.26676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0.17804	0.42557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38511	0.0	0.22337	0.0	0.02923	0.0	0.06933	0.29152	0.0	0.05052	0.57497	0.45847	0.0	0.0	0.0	0.0	0.0	0.01293	0.21886
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3653|s__GGB3653_SGB4964	0.16453	0.18732	0.0	0.10987	0.0	0.0	0.0	0.24625	0.00278	2.53927	0.81957	0.0217	0.0	0.0	0.13331	0.0	0.0	0.11205	0.0	0.32402	0.1058	0.0	0.0	0.09132	0.00789	0.02265	0.0	0.10867	0.07618	0.21696	0.97767	0.06379	0.29552	0.07955	0.0	0.29396	0.25257	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB9086|s__GGB9086_SGB14014	0.14612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor_plautii	0.13768	0.00823	0.07118	0.10729	0.04737	0.95693	0.35426	0.19061	1.3606	0.02306	0.00663	0.18178	0.00909	1.63142	1.48624	0.47779	0.5624	0.22027	0.17419	0.09294	0.00785	0.21035	0.19495	0.11611	0.16901	0.01423	1.22794	1.00166	0.01981	0.00671	0.09929	0.5742	0.47516	0.00324	0.50568	0.01556	0.00938	0.04839
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	0.13496	0.04363	0.21767	0.00977	0.27463	0.0	0.11011	0.0	0.0	0.0	0.13733	0.0	0.12342	0.0	0.0	0.0	0.0	0.27874	0.09449	0.06477	0.07184	0.0	0.0	0.13293	0.3414	0.041	0.0	0.00018	0.02877	0.0626	0.22118	0.0	0.02097	0.07175	0.0	0.0	0.09134	0.23596
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3005|s__GGB3005_SGB3996	0.13143	0.0	0.0	0.0	0.0	0.0	0.0	0.01407	0.02487	0.02164	0.00057	0.01464	0.0	0.00709	0.0	0.0	0.0	0.04826	0.0	0.17307	0.00805	0.15276	0.04101	0.0636	0.0	0.0	0.00449	0.0	0.00197	0.00098	0.0	2.015	0.0	0.0116	0.0	0.0	0.47238	0.01546
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_saccharolytica	0.12738	0.0	0.46512	0.00445	0.0	0.0	0.0748	0.0	0.0	2.12194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00874	0.10105	0.0	0.0	0.0	0.0	0.00148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB9524|s__GGB9524_SGB14924	0.12426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25068	0.05097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27479	0.0	0.0	0.0	0.0	0.00119	0.0	0.0	0.0	0.0	0.06914	0.0	0.0	0.0	0.0	0.01553	0.20254	0.0
k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898|f__FGB2898|g__GGB9210|s__GGB9210_SGB14150	0.12243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB4121	0.1187	0.0	0.0	0.0	0.01105	0.16802	0.02612	0.03351	0.0	0.25719	0.0	0.01737	0.0	0.0421	0.01374	0.08939	0.06423	0.0	0.08464	0.00138	0.01973	0.00344	0.07812	0.0889	0.03943	0.03653	0.04158	0.00189	0.00667	0.0	0.0	0.19371	0.0	0.0	0.01827	0.03358	0.01723	0.00031
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_CHKCI004	0.11718	0.0	0.0	0.0	0.0	0.0	0.07319	0.0	0.0	0.00436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29378	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3000|s__GGB3000_SGB3991	0.11209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05847	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme	0.10214	0.00595	0.0146	0.10418	0.01427	0.0	0.03784	0.00534	0.05849	0.08982	0.0	0.18121	0.0	0.0	0.21707	0.00026	0.0438	0.0	0.24041	0.0	0.01081	0.00657	0.0	0.0	0.00011	0.00661	0.02041	0.0	0.00674	0.0095	0.0	0.0	0.00432	0.0	0.04484	0.0	0.02399	0.00107
k__Bacteria|p__Firmicutes|c__CFGB2985|o__OFGB2985|f__FGB2985|g__GGB9350|s__GGB9350_SGB14317	0.10121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16722	0.06745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Clostridiales_Family_XIII_bacterium_BX16	0.0964	0.01472	0.0	0.0	0.0	0.0	0.0	0.01646	0.01743	0.0306	0.02807	0.0	0.01117	0.0	0.21559	0.0	0.0	0.04976	0.0	0.02807	0.01913	0.0	0.0	0.37391	0.0	0.01633	0.0	0.08336	0.0018	0.02365	0.0	0.37962	0.09253	0.00812	0.0	0.0	0.01953	0.04382
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	0.08578	0.3296	0.0	0.01417	0.0	0.03957	0.0	0.37677	0.0	0.31583	0.0	0.00545	0.0	0.00354	0.0	0.0	0.0	0.04358	0.0	0.05554	0.00853	0.0	0.22437	0.08922	0.00531	0.00145	0.0	0.0	0.00327	0.02351	0.00902	0.19999	0.22667	0.00232	0.10601	0.79313	0.05314	0.01578
