#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	metaphlan_SRR6000869	metaphlan_SRR6000870	metaphlan_SRR6000871	metaphlan_SRR6000873	metaphlan_SRR6000874	metaphlan_SRR6000877	metaphlan_SRR6000878	metaphlan_SRR6000890	metaphlan_SRR6000891	metaphlan_SRR6000892	metaphlan_SRR6000893	metaphlan_SRR6000894	metaphlan_SRR6000895	metaphlan_SRR6000896	metaphlan_SRR6000899	metaphlan_SRR6000900	metaphlan_SRR6000901	metaphlan_SRR6000902	metaphlan_SRR6000903	metaphlan_SRR6000905	metaphlan_SRR6000906	metaphlan_SRR6000907	metaphlan_SRR6000908	metaphlan_SRR6000909	metaphlan_SRR6000910	metaphlan_SRR6000911	metaphlan_SRR6000912	metaphlan_SRR6000920	metaphlan_SRR6000921	metaphlan_SRR6000931	metaphlan_SRR6000932	metaphlan_SRR6000940	metaphlan_SRR6000942	metaphlan_SRR6000944	metaphlan_SRR6000945	metaphlan_SRR6000946	metaphlan_SRR6000947	metaphlan_SRR6000949
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium	0.0	0.0	0.0855	0.6632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26245	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium	0.0	0.0	0.03932	0.03656	0.0	0.0	0.0	0.0266	0.03842	0.04167	0.0	0.32932	0.0341	0.00135	0.0	0.0	0.00502	0.0	0.0	0.0	0.0	0.0	0.05571	0.01036	0.10233	0.0	0.0	0.06198	0.0	0.0	0.01441	0.01691	0.0	0.03341	0.0	0.0	0.02566	0.05292
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0.0	0.0	0.01213	0.0	0.0	0.0	0.00595	0.01083	0.0	0.0	0.00966	0.41078	0.0	0.0	0.00517	0.01464	0.0	0.0	0.36047	0.00027	0.0	0.01172	0.0017	0.11079	0.00714	0.0	0.0	0.03693	0.0	0.0	0.0	0.04213	0.00396	0.0	0.0	0.04311	0.0005	0.0
k__Bacteria|p__Firmicutes|c__CFGB75922|o__OFGB75922|f__FGB75922|g__GGB34900	0.0	0.0	0.01209	0.00282	0.0	0.00064	0.0	0.0	0.00692	0.0	0.00142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01524	0.00365	0.0	0.02206	0.0	0.04139	0.00092	0.0	0.0	0.0	0.0	0.0063	0.02783	0.0	0.0	0.0	0.0	0.0	0.00621
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified	0.0	0.0	0.00165	0.0	0.0	0.0	0.0	0.01515	0.0	0.0	0.0	0.01183	0.0	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.00045	0.0	0.0	0.0	0.0	0.0	0.00453	0.0	0.0	0.0	0.0	0.00265	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	0.0	0.0	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01333	0.0	0.02053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0.0	0.0	35.62237	0.0	0.0	0.0	0.0	0.0	8.63973	0.0	2.58631	0.0	1.58836	6.96598	0.0	0.0	0.0	0.0	0.54329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21817	0.0	0.10361	0.00121	0.0	0.58385	0.0	0.41777
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	0.0	0.0	4.4625	0.0	0.0	0.0	0.0	0.0	3.74815	0.0	0.61543	0.0	0.0	0.0	2.43157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32598	4.19757	1.08185
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3363|s__GGB3363_SGB4447	0.0	0.0	1.17912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04457	0.14499	0.07148	0.0	0.0	0.0	0.0	0.01503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_SGB15315	0.0	0.0	0.92912	0.02658	0.0	0.0	0.0	0.0	0.0	0.0	0.12912	0.0	0.06146	0.0	0.00998	0.0	0.0	0.0	0.0	0.0	0.07801	0.0	0.0	0.0	0.0	0.0	0.0	0.05301	0.79034	0.0	0.0	0.0	0.0	0.16661	0.0	0.0	0.0	0.00256
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris	0.0	0.0	0.69745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB2397|o__OFGB2397|f__FGB2397|g__GGB36599|s__GGB36599_SGB9269	0.0	0.0	0.60534	0.0	0.0	0.0	0.07147	0.0	0.0	0.0	0.0	0.00865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15299	0.0	0.0	0.36534	0.46465	0.0708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00571	0.0	0.0	0.0	0.0	0.0	0.10963	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis	0.0	0.0	0.32855	0.0	0.0	0.0	0.0	0.0	2.49609	0.0	0.22224	0.0	0.0	0.0	1.09421	0.0	0.0	0.30558	0.0	0.81053	0.05206	0.0	0.0	5.0199	0.34605	0.21747	0.0	0.23416	0.23205	0.0	0.0	0.0	0.0	0.07799	0.0	0.0	0.31439	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium|s__Amedibacterium_intestinale	0.0	0.0	0.0855	0.6632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26245	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium|s__Hydrogenoanaerobacterium_saccharovorans	0.0	0.0	0.03932	0.03656	0.0	0.0	0.0	0.0266	0.03842	0.04167	0.0	0.32932	0.0341	0.00135	0.0	0.0	0.00502	0.0	0.0	0.0	0.0	0.0	0.05571	0.01036	0.10233	0.0	0.0	0.06198	0.0	0.0	0.01441	0.01691	0.0	0.03341	0.0	0.0	0.02566	0.05292
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292|g__GGB3109|s__GGB3109_SGB4119	0.0	0.0	0.01848	0.02114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289	0.0	0.0	0.0	0.0	0.00118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.03125	0.0	0.15287	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM58	0.0	0.0	0.01213	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.04889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.0	0.0	0.0	0.0	0.00396	0.0	0.0	0.00731	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB75922|o__OFGB75922|f__FGB75922|g__GGB34900|s__GGB34900_SGB14891	0.0	0.0	0.01209	0.00282	0.0	0.00064	0.0	0.0	0.00692	0.0	0.00142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01524	0.00365	0.0	0.02206	0.0	0.04139	0.00092	0.0	0.0	0.0	0.0	0.0063	0.02783	0.0	0.0	0.0	0.0	0.0	0.00621
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Ruminococcaceae_bacterium_AM28_23LB	0.0	0.0	0.00168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.00395	0.0	0.02185	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_352	0.0	0.0	0.00165	0.0	0.0	0.0	0.0	0.01515	0.0	0.0	0.0	0.01183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici	0.0	0.0	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01333	0.0	0.02053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris|t__SGB1830	0.0	0.0	35.62237	0.0	0.0	0.0	0.0	0.0	8.63973	0.0	2.58631	0.0	1.58836	6.96598	0.0	0.0	0.0	0.0	0.54329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21817	0.0	0.10361	0.00121	0.0	0.58385	0.0	0.41777
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara|t__SGB1798	0.0	0.0	4.4625	0.0	0.0	0.0	0.0	0.0	3.74815	0.0	0.61543	0.0	0.0	0.0	2.43157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32598	4.19757	1.08185
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3363|s__GGB3363_SGB4447|t__SGB4447	0.0	0.0	1.17912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04457	0.14499	0.07148	0.0	0.0	0.0	0.0	0.01503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_SGB15315|t__SGB15315	0.0	0.0	0.92912	0.02658	0.0	0.0	0.0	0.0	0.0	0.0	0.12912	0.0	0.06146	0.0	0.00998	0.0	0.0	0.0	0.0	0.0	0.07801	0.0	0.0	0.0	0.0	0.0	0.0	0.05301	0.79034	0.0	0.0	0.0	0.0	0.16661	0.0	0.0	0.0	0.00256
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris|t__SGB9258	0.0	0.0	0.69745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB2397|o__OFGB2397|f__FGB2397|g__GGB36599|s__GGB36599_SGB9269|t__SGB9269	0.0	0.0	0.60534	0.0	0.0	0.0	0.07147	0.0	0.0	0.0	0.0	0.00865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15299|t__SGB15299	0.0	0.0	0.36534	0.46465	0.0708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00571	0.0	0.0	0.0	0.0	0.0	0.10963	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis|t__SGB6754	0.0	0.0	0.32855	0.0	0.0	0.0	0.0	0.0	2.49609	0.0	0.22224	0.0	0.0	0.0	1.09421	0.0	0.0	0.30558	0.0	0.81053	0.05206	0.0	0.0	5.0199	0.34605	0.21747	0.0	0.23416	0.23205	0.0	0.0	0.0	0.0	0.07799	0.0	0.0	0.31439	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium|s__Amedibacterium_intestinale|t__SGB4042	0.0	0.0	0.0855	0.6632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26245	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium|s__Hydrogenoanaerobacterium_saccharovorans|t__SGB15350	0.0	0.0	0.03932	0.03656	0.0	0.0	0.0	0.0266	0.03842	0.04167	0.0	0.32932	0.0341	0.00135	0.0	0.0	0.00502	0.0	0.0	0.0	0.0	0.0	0.05571	0.01036	0.10233	0.0	0.0	0.06198	0.0	0.0	0.01441	0.01691	0.0	0.03341	0.0	0.0	0.02566	0.05292
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292|g__GGB3109|s__GGB3109_SGB4119|t__SGB4119	0.0	0.0	0.01848	0.02114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289	0.0	0.0	0.0	0.0	0.00118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.03125	0.0	0.15287	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM58|t__SGB17169	0.0	0.0	0.01213	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.04889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.0	0.0	0.0	0.0	0.00396	0.0	0.0	0.00731	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB75922|o__OFGB75922|f__FGB75922|g__GGB34900|s__GGB34900_SGB14891|t__SGB14891	0.0	0.0	0.01209	0.00282	0.0	0.00064	0.0	0.0	0.00692	0.0	0.00142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01524	0.00365	0.0	0.02206	0.0	0.04139	0.00092	0.0	0.0	0.0	0.0	0.0063	0.02783	0.0	0.0	0.0	0.0	0.0	0.00621
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis|t__SGB49059	0.0	0.0	0.00252	0.0	0.0	0.0	0.00103	0.0	0.00139	0.0	0.0	0.00113	0.0	0.0	0.00225	0.0	0.00691	0.0	0.0	0.00743	0.0	0.0	0.00325	0.0	0.00075	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01162	0.0	0.00151
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Ruminococcaceae_bacterium_AM28_23LB|t__SGB14974	0.0	0.0	0.00168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.00395	0.0	0.02185	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_352|t__SGB19860_group	0.0	0.0	0.00165	0.0	0.0	0.0	0.0	0.01515	0.0	0.0	0.0	0.01183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici|t__SGB7168	0.0	0.0	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01333	0.0	0.02053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria	0.0	0.0	0.0	0.12027	0.0	0.0	0.0	0.58285	0.26652	0.01993	0.21634	0.0	0.02837	2.06808	0.28234	0.0	0.0	0.0	0.0	0.69386	0.95098	0.0	0.0	0.0	0.0	1.25682	0.0	0.0	0.26665	0.0	0.32323	0.00532	0.0	1.01209	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB3069	0.0	0.0	0.0	0.27078	0.0	0.0	0.0	0.0	0.0	0.96662	0.0	0.01239	0.00751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01543	0.01545	0.0	0.0	0.0	0.00179	0.0	0.0	0.01123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07132	0.02384
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	0.0	0.0	0.0	0.08502	0.0	0.0	0.0	0.0	0.0	0.0	0.21634	0.0	0.0	0.28011	0.0	0.0	0.0	0.0	0.0	0.0	0.01624	0.0	0.0	0.0	0.0	0.31244	0.0	0.0	0.26665	0.0	0.0	0.0	0.0	0.27716	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB2107	0.0	0.0	0.0	0.03526	0.0	0.0	0.0	0.0	0.25846	0.0	0.0	0.0	0.02837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31736	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1437	0.0	0.0	0.0	0.02383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06969	0.0	0.0	0.0	0.0	0.22961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76783	0.0	0.0	0.0	0.01398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9089	0.05897	0.0	0.0	0.0	0.0	0.31396	0.0	0.0	0.096	0.0193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08154	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1211	0.0	0.0	0.0	0.00729	0.0	0.0	0.0	0.0	0.02294	0.02114	0.06433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00836	0.0	0.0	0.0	0.0	0.00392	0.0	0.0	0.03691	0.0	0.06786	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB45503	0.0	0.0	0.0	0.00434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3004	0.0	0.0	0.0	0.00149	0.0	0.0	0.0	0.00314	0.0	0.00011	0.01082	0.0	0.0	0.00193	0.0023	0.00248	0.0	0.02654	0.0	0.0	0.00159	0.00616	0.0	0.00045	0.00032	0.001	0.0	0.00042	0.0	0.0004	0.02151	0.0	0.00061	0.00121	0.0	0.00122	0.00041	0.00211
k__Bacteria|p__Proteobacteria|c__CFGB3069|o__OFGB3069	0.0	0.0	0.0	0.27078	0.0	0.0	0.0	0.0	0.0	0.96662	0.0	0.01239	0.00751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01543	0.01545	0.0	0.0	0.0	0.00179	0.0	0.0	0.01123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07132	0.02384
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales	0.0	0.0	0.0	0.08502	0.0	0.0	0.0	0.0	0.0	0.0	0.21634	0.0	0.0	0.28011	0.0	0.0	0.0	0.0	0.0	0.0	0.01624	0.0	0.0	0.0	0.0	0.31244	0.0	0.0	0.26665	0.0	0.0	0.0	0.0	0.27716	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB2107|o__OFGB2107	0.0	0.0	0.0	0.03526	0.0	0.0	0.0	0.0	0.25846	0.0	0.0	0.0	0.02837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31736	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1437|o__OFGB1437	0.0	0.0	0.0	0.02383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06969	0.0	0.0	0.0	0.0	0.22961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783	0.0	0.0	0.0	0.01398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9089	0.05897	0.0	0.0	0.0	0.0	0.31396	0.0	0.0	0.096	0.0193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08154	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1211|o__OFGB1211	0.0	0.0	0.0	0.00729	0.0	0.0	0.0	0.0	0.02294	0.02114	0.06433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00836	0.0	0.0	0.0	0.0	0.00392	0.0	0.0	0.03691	0.0	0.06786	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503	0.0	0.0	0.0	0.00434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004	0.0	0.0	0.0	0.00149	0.0	0.0	0.0	0.00314	0.0	0.00011	0.01082	0.0	0.0	0.00193	0.0023	0.00248	0.0	0.02654	0.0	0.0	0.00159	0.00616	0.0	0.00045	0.00032	0.001	0.0	0.00042	0.0	0.0004	0.02151	0.0	0.00061	0.00121	0.0	0.00122	0.00041	0.00211
k__Bacteria|p__Proteobacteria|c__CFGB3069|o__OFGB3069|f__FGB3069	0.0	0.0	0.0	0.27078	0.0	0.0	0.0	0.0	0.0	0.96662	0.0	0.01239	0.00751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01543	0.01545	0.0	0.0	0.0	0.00179	0.0	0.0	0.01123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07132	0.02384
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	0.0	0.0	0.0	0.10879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00405	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified	0.0	0.0	0.0	0.08502	0.0	0.0	0.0	0.0	0.0	0.0	0.21634	0.0	0.0	0.28011	0.0	0.0	0.0	0.0	0.0	0.0	0.01624	0.0	0.0	0.0	0.0	0.31244	0.0	0.0	0.26665	0.0	0.0	0.0	0.0	0.27716	0.0	0.0	0.0	0.0
